date,revenue,profit,order_id,customer_id,quantity,year,month,month_name,week,day_of_week,day_of_week_num,avg_order_value,profit_margin
2025-06-04,57710,69695.4,11,11,25,2025,6,June,23,Wednesday,2,5246.363636363636,1.207683243805233
2025-06-05,55930,98610.4,11,11,32,2025,6,June,23,Thursday,3,5084.545454545455,1.7631038798498122
2025-06-06,28360,38177.5,8,8,17,2025,6,June,23,Friday,4,3545.0,1.3461741889985896
2025-06-07,73868,81369.92,14,14,31,2025,6,June,23,Saturday,5,5276.285714285715,1.1015584556235447
2025-06-08,31760,65477.0,5,5,12,2025,6,June,23,Sunday,6,6352.0,2.06161838790932
2025-06-09,44330,54081.8,10,10,26,2025,6,June,24,Monday,0,4433.0,1.2199819535303407
2025-06-10,19870,35589.2,6,6,18,2025,6,June,24,Tuesday,1,3311.6666666666665,1.7911021640664317
2025-06-11,42640,52587.899999999994,11,11,23,2025,6,June,24,Wednesday,2,3876.3636363636365,1.2332997185741086
2025-06-12,46336,38521.36,7,7,12,2025,6,June,24,Thursday,3,6619.428571428572,0.83134841160221
2025-06-13,15100,32744.0,3,3,9,2025,6,June,24,Friday,4,5033.333333333333,2.168476821192053
2025-06-14,41178,54742.72,8,8,20,2025,6,June,24,Saturday,5,5147.25,1.3294166788090729
2025-06-15,32578,45143.96,7,7,16,2025,6,June,24,Sunday,6,4654.0,1.3857191970041132
2025-06-16,54233,51479.61,10,10,19,2025,6,June,25,Monday,0,5423.3,0.9492303579001715
2025-06-17,45240,65754.0,11,11,29,2025,6,June,25,Tuesday,1,4112.727272727273,1.453448275862069
2025-06-18,11730,14685.2,3,3,7,2025,6,June,25,Wednesday,2,3910.0,1.2519352088661553
2025-06-19,57081,55235.36,12,12,28,2025,6,June,25,Thursday,3,4756.75,0.9676662987684168
2025-06-20,16180,21993.4,3,3,8,2025,6,June,25,Friday,4,5393.333333333333,1.3592954264524104
2025-06-21,50160,40400.2,10,10,20,2025,6,June,25,Saturday,5,5016.0,0.80542663476874
2025-06-22,46248,77410.72,10,10,30,2025,6,June,25,Sunday,6,4624.8,1.673817678602318
2025-06-23,49733,85706.23,10,10,32,2025,6,June,26,Monday,0,4973.3,1.7233271670721653
2025-06-24,45084,68936.12,10,10,23,2025,6,June,26,Tuesday,1,4508.4,1.5290595333155885
2025-06-25,46194,49524.82,11,11,25,2025,6,June,26,Wednesday,2,4199.454545454545,1.0721050352859678
2025-06-26,12010,12420.5,3,3,6,2025,6,June,26,Thursday,3,4003.3333333333335,1.034179850124896
2025-06-27,34150,59651.1,5,5,14,2025,6,June,26,Friday,4,6830.0,1.7467379209370424
2025-06-28,35750,42533.7,9,9,21,2025,6,June,26,Saturday,5,3972.222222222222,1.1897538461538462
2025-06-29,65180,61065.5,14,14,29,2025,6,June,26,Sunday,6,4655.714285714285,0.9368748082233814
2025-06-30,78892,114894.28,11,11,26,2025,6,June,27,Monday,0,7172.0,1.4563489327181462
2025-07-01,41040,42319.0,8,8,17,2025,7,July,27,Tuesday,1,5130.0,1.0311647173489278
2025-07-02,19364,28730.04,5,5,11,2025,7,July,27,Wednesday,2,3872.8,1.4836831233216279
2025-07-03,28760,30369.6,4,4,8,2025,7,July,27,Thursday,3,7190.0,1.0559666203059805
2025-07-04,93733,139736.63,16,16,43,2025,7,July,27,Friday,4,5858.3125,1.4907943840483076
2025-07-05,46600,86623.0,7,7,22,2025,7,July,27,Saturday,5,6657.142857142857,1.858862660944206
2025-07-06,56720,96553.0,8,8,22,2025,7,July,27,Sunday,6,7090.0,1.702274330042313
2025-07-07,37754,80912.02,8,8,27,2025,7,July,28,Monday,0,4719.25,2.143137680775547
2025-07-08,59580,72781.8,11,11,25,2025,7,July,28,Tuesday,1,5416.363636363636,1.2215810674723062
2025-07-09,13060,15766.2,3,3,9,2025,7,July,28,Wednesday,2,4353.333333333333,1.2072128637059725
2025-07-10,57490,86161.0,11,11,31,2025,7,July,28,Thursday,3,5226.363636363636,1.4987128196208037
2025-07-11,36570,38732.6,7,7,18,2025,7,July,28,Friday,4,5224.285714285715,1.05913590374624
2025-07-12,29948,36342.32,7,7,18,2025,7,July,28,Saturday,5,4278.285714285715,1.2135140910912248
2025-07-13,49940,67582.9,9,9,24,2025,7,July,28,Sunday,6,5548.888888888889,1.353281938325991
2025-07-14,61138,98261.74,13,13,34,2025,7,July,29,Monday,0,4702.923076923077,1.6072122084464655
2025-07-15,14080,13724.6,2,2,4,2025,7,July,29,Tuesday,1,7040.0,0.9747585227272727
2025-07-16,66108,90089.18,12,12,29,2025,7,July,29,Wednesday,2,5509.0,1.3627576087614206
2025-07-17,26832,26458.36,4,4,11,2025,7,July,29,Thursday,3,6708.0,0.9860748360166965
2025-07-18,20940,25257.399999999998,5,5,11,2025,7,July,29,Friday,4,4188.0,1.2061795606494745
2025-07-19,54499,86472.34,13,13,34,2025,7,July,29,Saturday,5,4192.2307692307695,1.5866775537165818
2025-07-20,45410,50427.3,11,11,30,2025,7,July,29,Sunday,6,4128.181818181818,1.1104888791015195
2025-07-21,38230,36068.3,8,8,18,2025,7,July,30,Monday,0,4778.75,0.9434554015171333
2025-07-22,20480,35968.3,6,6,14,2025,7,July,30,Tuesday,1,3413.3333333333335,1.7562646484375002
2025-07-23,62599,86735.07,12,11,34,2025,7,July,30,Wednesday,2,5216.583333333333,1.3855663828495663
2025-07-24,50120,50148.1,10,10,23,2025,7,July,30,Thursday,3,5012.0,1.0005606544293695
2025-07-25,37086,72913.52,9,9,27,2025,7,July,30,Friday,4,4120.666666666667,1.966065900879038
2025-07-26,34828,43868.8,10,10,24,2025,7,July,30,Saturday,5,3482.8,1.2595842425634547
2025-07-27,32768,15270.32,7,7,11,2025,7,July,30,Sunday,6,4681.142857142857,0.46601318359375
2025-07-28,51660,57901.2,12,12,30,2025,7,July,31,Monday,0,4305.0,1.1208130081300813
2025-07-29,21780,26887.0,5,5,14,2025,7,July,31,Tuesday,1,4356.0,1.2344811753902662
2025-07-30,23930,37072.8,6,6,16,2025,7,July,31,Wednesday,2,3988.3333333333335,1.5492185541161723
2025-07-31,42022,88020.08,10,10,32,2025,7,July,31,Thursday,3,4202.2,2.0946190090904766
2025-08-01,34590,48046.9,7,7,17,2025,8,August,31,Friday,4,4941.428571428572,1.3890401850245737
2025-08-02,56442,79366.36,13,13,33,2025,8,August,31,Saturday,5,4341.692307692308,1.4061578257326104
2025-08-03,53370,48530.4,11,11,23,2025,8,August,31,Sunday,6,4851.818181818182,0.9093198426082069
2025-08-04,67460,83225.4,13,13,28,2025,8,August,32,Monday,0,5189.2307692307695,1.2336999703528015
2025-08-05,65710,66996.0,14,14,29,2025,8,August,32,Tuesday,1,4693.571428571428,1.0195708415766245
2025-08-06,35248,49433.56,7,7,17,2025,8,August,32,Wednesday,2,5035.428571428572,1.4024500680889695
2025-08-07,43074,46831.479999999996,8,8,17,2025,8,August,32,Thursday,3,5384.25,1.087233133676928
2025-08-08,38600,66329.0,8,8,24,2025,8,August,32,Friday,4,4825.0,1.7183678756476684
2025-08-09,34606,48162.76,7,7,18,2025,8,August,32,Saturday,5,4943.714285714285,1.3917459400104029
2025-08-10,68280,78801.58,11,11,29,2025,8,August,32,Sunday,6,6207.272727272727,1.1540946104276508
2025-08-11,38610,47748.8,11,11,34,2025,8,August,33,Monday,0,3510.0,1.2366951566951567
2025-08-12,24890,35360.8,7,7,18,2025,8,August,33,Tuesday,1,3555.714285714286,1.4206830052229813
2025-08-13,11628,26635.64,2,2,7,2025,8,August,33,Wednesday,2,5814.0,2.2906467148262815
2025-08-14,66368,103239.02,12,12,34,2025,8,August,33,Thursday,3,5530.666666666667,1.5555541827386692
2025-08-15,39780,37463.9,10,10,20,2025,8,August,33,Friday,4,3978.0,0.9417772750125691
2025-08-16,55330,72479.6,10,10,26,2025,8,August,33,Saturday,5,5533.0,1.3099512018796313
2025-08-17,35100,12845.900000000001,8,8,16,2025,8,August,33,Sunday,6,4387.5,0.36598005698005703
2025-08-18,43900,39846.0,8,8,18,2025,8,August,34,Monday,0,5487.5,0.9076537585421413
2025-08-19,9180,7817.0,1,1,2,2025,8,August,34,Tuesday,1,9180.0,0.851525054466231
2025-08-20,13930,23832.4,4,4,11,2025,8,August,34,Wednesday,2,3482.5,1.7108686288585788
2025-08-21,50678,30057.44,12,12,23,2025,8,August,34,Thursday,3,4223.166666666667,0.5931062788586763
2025-08-22,52402,47967.12,13,13,30,2025,8,August,34,Friday,4,4030.923076923077,0.915368115720774
2025-08-23,66230,73498.5,10,10,24,2025,8,August,34,Saturday,5,6623.0,1.1097463385172883
2025-08-24,34780,29483.8,9,9,17,2025,8,August,34,Sunday,6,3864.4444444444443,0.8477228292121909
2025-08-25,26488,33307.92,5,5,13,2025,8,August,35,Monday,0,5297.6,1.2574720628209
2025-08-26,32488,46352.22,9,9,24,2025,8,August,35,Tuesday,1,3609.777777777778,1.426748953459739
2025-08-27,41170,63456.6,6,6,17,2025,8,August,35,Wednesday,2,6861.666666666667,1.5413310663104203
2025-08-28,70708,65377.2,14,14,28,2025,8,August,35,Thursday,3,5050.571428571428,0.9246082480058833
2025-08-29,40900,50147.9,7,7,18,2025,8,August,35,Friday,4,5842.857142857143,1.2261100244498777
2025-08-30,38462,52543.700000000004,10,10,25,2025,8,August,35,Saturday,5,3846.2,1.3661198065623215
2025-08-31,68190,64508.9,10,10,21,2025,8,August,35,Sunday,6,6819.0,0.9460170112919783
2025-09-01,54700,66286.0,12,12,29,2025,9,September,36,Monday,0,4558.333333333333,1.2118098720292505
2025-09-02,25606,19033.260000000002,7,7,16,2025,9,September,36,Tuesday,1,3658.0,0.7433125048816684
2025-09-03,51340,73159.9,10,10,27,2025,9,September,36,Wednesday,2,5134.0,1.4250077911959484
2025-09-04,38486,63022.740000000005,9,9,23,2025,9,September,36,Thursday,3,4276.222222222223,1.637549758353687
2025-09-05,28990,46193.600000000006,6,6,15,2025,9,September,36,Friday,4,4831.666666666667,1.5934322180062093
2025-09-06,42540,78004.9,9,9,26,2025,9,September,36,Saturday,5,4726.666666666667,1.833683591913493
2025-09-07,20590,15796.4,6,6,12,2025,9,September,36,Sunday,6,3431.6666666666665,0.7671879553181156
2025-09-08,91260,104007.0,16,16,38,2025,9,September,37,Monday,0,5703.75,1.1396778435239974
2025-09-09,43210,51018.6,7,7,17,2025,9,September,37,Tuesday,1,6172.857142857143,1.1807127979634344
2025-09-10,41590,43761.4,10,10,26,2025,9,September,37,Wednesday,2,4159.0,1.0522096657850446
2025-09-11,34130,64295.2,6,6,18,2025,9,September,37,Thursday,3,5688.333333333333,1.8838324055083504
2025-09-12,41938,74043.0,8,8,22,2025,9,September,37,Friday,4,5242.25,1.7655348371405408
2025-09-13,41660,60880.5,8,8,23,2025,9,September,37,Saturday,5,5207.5,1.461365818530965
2025-09-14,52440,97661.36,10,10,28,2025,9,September,37,Sunday,6,5244.0,1.8623447749809305
2025-09-15,69036,98463.7,12,12,36,2025,9,September,38,Monday,0,5753.0,1.4262660061417232
2025-09-16,43990,81809.7,9,9,24,2025,9,September,38,Tuesday,1,4887.777777777777,1.8597340304614685
2025-09-17,57150,73654.8,11,11,27,2025,9,September,38,Wednesday,2,5195.454545454545,1.2887979002624672
2025-09-18,66710,86707.9,15,15,38,2025,9,September,38,Thursday,3,4447.333333333333,1.2997736471293657
2025-09-19,34800,52561.2,6,6,18,2025,9,September,38,Friday,4,5800.0,1.5103793103448275
2025-09-20,76588,124213.81999999999,18,18,48,2025,9,September,38,Saturday,5,4254.888888888889,1.6218444142685537
