customer_id,segment,tier,RFM_Score,RFM_Sum,total_revenue,total_profit,total_orders,total_quantity,first_order,last_order,avg_order_value,avg_profit_per_order,customer_priority,engagement_strategy
19770679,Loyal Customers,Platinum,435,12,39140,31578.96,5,9,2025-03-04,2025-08-14,7828.0,6315.7919999999995,Премиум,"Программа лояльности, перекрестные продажи"
12307278,High Value New Customers,Gold,425,11,30088,56673.38,4,12,2025-05-29,2025-08-10,7522.0,14168.345,Растущие,"VIP обслуживание, персональный менеджер"
62741760,Cannot Lose Them,Silver,214,7,17980,24708.4,2,5,2025-01-17,2025-06-03,8990.0,12354.2,Критические,"Персональные обращения, специальные условия"
85505511,At Risk,Bronze,122,5,8000,8413.0,4,9,2025-01-21,2025-04-10,2000.0,2103.25,Критические,"Восстановительные кампании, опросы"
80855016,Loyal Customers,Platinum,535,13,35940,53117.1,6,16,2025-01-27,2025-09-12,5990.0,8852.85,Премиум,"Программа лояльности, перекрестные продажи"
44260719,Loyal Customers,Gold,434,11,18950,29667.5,5,14,2025-08-01,2025-09-06,3790.0,5933.5,Премиум,"Программа лояльности, перекрестные продажи"
51633895,At Risk,Bronze,211,4,4000,6438.0,2,6,2025-04-07,2025-05-06,2000.0,3219.0,Критические,"Восстановительные кампании, опросы"
68446959,113,Bronze,113,5,11960,1451.0,2,2,2025-01-10,2025-03-29,5980.0,725.5,Другие,Стандартный маркетинг
48819696,Cannot Lose Them,Silver,224,8,15300,27315.0,3,9,2025-05-09,2025-05-22,5100.0,9105.0,Критические,"Персональные обращения, специальные условия"
19991230,Potential Loyalists,Silver,313,7,10760,26989.8,2,8,2025-03-12,2025-07-05,5380.0,13494.9,Растущие,Персонализированные рекомендации
84862533,235,Gold,235,10,45480,44582.4,6,12,2025-01-22,2025-06-25,7580.0,7430.400000000001,Другие,Стандартный маркетинг
99453640,Loyal Customers,Platinum,535,13,55500,45942.0,5,9,2025-01-25,2025-09-13,11100.0,9188.4,Премиум,"Программа лояльности, перекрестные продажи"
15752189,Loyal Customers,Platinum,435,12,30600,56644.0,6,18,2025-02-11,2025-08-25,5100.0,9440.666666666666,Премиум,"Программа лояльности, перекрестные продажи"
61524158,Loyal Customers,Platinum,435,12,25500,42839.0,5,14,2025-02-14,2025-08-24,5100.0,8567.8,Премиум,"Программа лояльности, перекрестные продажи"
31882676,213,Silver,213,6,9960,27139.2,2,8,2025-03-24,2025-06-27,4980.0,13569.6,Другие,Стандартный маркетинг
30155466,Loyal Customers,Platinum,535,13,27900,54092.2,5,16,2025-02-11,2025-09-25,5580.0,10818.439999999999,Премиум,"Программа лояльности, перекрестные продажи"
93626225,Champions,Platinum,555,15,99900,153404.3,10,27,2025-01-07,2025-09-27,9990.0,15340.429999999998,Премиум,"Персональные предложения, эксклюзивный доступ"
95754103,Potential Loyalists,Silver,323,8,8940,15141.8,3,9,2025-03-02,2025-07-28,2980.0,5047.266666666666,Растущие,Персонализированные рекомендации
39196346,High Value New Customers,Gold,524,11,17940,11562.4,3,5,2025-01-13,2025-09-12,5980.0,3854.133333333333,Растущие,"VIP обслуживание, персональный менеджер"
45016869,New Customers,Gold,523,10,10470,18519.1,3,9,2025-05-12,2025-09-28,3490.0,6173.033333333333,Новые,"Приветственная программа, обучение"
59404266,113,Bronze,113,5,12180,6475.4,2,3,2025-02-28,2025-04-03,6090.0,3237.7,Другие,Стандартный маркетинг
33351587,High Value New Customers,Platinum,525,12,29940,30692.2,3,6,2025-02-21,2025-09-08,9980.0,10230.733333333334,Растущие,"VIP обслуживание, персональный менеджер"
43510857,High Value New Customers,Gold,424,10,19740,28353.0,3,8,2025-05-29,2025-08-16,6580.0,9451.0,Растущие,"VIP обслуживание, персональный менеджер"
11165756,314,Silver,314,8,12980,23290.6,2,6,2025-06-28,2025-08-05,6490.0,11645.3,Другие,Стандартный маркетинг
74566460,High Value New Customers,Platinum,525,12,45264,40717.52,4,8,2025-04-05,2025-09-14,11316.0,10179.38,Растущие,"VIP обслуживание, персональный менеджер"
11935679,Cannot Lose Them,Silver,124,7,19740,35602.2,3,9,2025-02-01,2025-04-03,6580.0,11867.4,Критические,"Персональные обращения, специальные условия"
33871669,At Risk,Bronze,111,3,4980,9574.6,1,3,2025-01-28,2025-01-28,4980.0,9574.6,Критические,"Восстановительные кампании, опросы"
99447531,Potential Loyalists,Silver,312,6,6580,16529.4,1,4,2025-08-05,2025-08-05,6580.0,16529.4,Растущие,Персонализированные рекомендации
77963118,At Risk,Bronze,112,4,5700,1834.5,2,3,2025-03-11,2025-04-20,2850.0,917.25,Критические,"Восстановительные кампании, опросы"
61490753,New Customers,Silver,421,7,3420,2414.0,3,6,2025-01-08,2025-08-12,1140.0,804.6666666666666,Новые,"Приветственная программа, обучение"
13837776,At Risk,Bronze,211,4,1800,4116.0,2,8,2025-03-14,2025-05-29,900.0,2058.0,Критические,"Восстановительные кампании, опросы"
42673199,High Value New Customers,Gold,524,11,21540,26738.4,3,7,2025-05-10,2025-09-15,7180.0,8912.800000000001,Растущие,"VIP обслуживание, персональный менеджер"
51813913,New Customers,Gold,522,9,6450,14091.0,3,11,2025-03-25,2025-09-17,2150.0,4697.0,Новые,"Приветственная программа, обучение"
52180216,At Risk,Bronze,111,3,1800,2719.0,1,3,2025-02-18,2025-02-18,1800.0,2719.0,Критические,"Восстановительные кампании, опросы"
91841741,High Value New Customers,Platinum,525,12,22500,54852.0,3,11,2025-01-12,2025-09-27,7500.0,18284.0,Растущие,"VIP обслуживание, персональный менеджер"
95432311,New Customers,Silver,413,8,9960,13105.8,2,5,2025-06-21,2025-09-04,4980.0,6552.9,Новые,"Приветственная программа, обучение"
45437720,Champions,Platinum,444,12,19950,10929.5,7,11,2025-03-16,2025-08-15,2850.0,1561.357142857143,Премиум,"Персональные предложения, эксклюзивный доступ"
64474460,High Value New Customers,Gold,424,10,19560,44467.0,3,11,2025-01-10,2025-08-15,6520.0,14822.333333333334,Растущие,"VIP обслуживание, персональный менеджер"
15266766,Potential Loyalists,Silver,323,8,10470,3124.4,3,4,2025-01-18,2025-07-27,3490.0,1041.4666666666667,Растущие,Персонализированные рекомендации
83601675,High Value New Customers,Gold,425,11,27540,11209.2,3,4,2025-01-24,2025-08-23,9180.0,3736.4,Растущие,"VIP обслуживание, персональный менеджер"
38137830,High Value New Customers,Gold,424,10,16140,24690.2,3,8,2025-02-07,2025-08-21,5380.0,8230.066666666668,Растущие,"VIP обслуживание, персональный менеджер"
30184321,At Risk,Bronze,112,4,5560,9991.0,2,6,2025-01-12,2025-01-20,2780.0,4995.5,Критические,"Восстановительные кампании, опросы"
26677770,234,Gold,234,9,18500,40253.0,5,17,2025-01-01,2025-06-17,3700.0,8050.6,Другие,Стандартный маркетинг
30038596,Potential Loyalists,Bronze,311,5,2150,3596.0,1,3,2025-08-03,2025-08-03,2150.0,3596.0,Растущие,Персонализированные рекомендации
57648642,At Risk,Bronze,112,4,7380,1086.2,1,1,2025-04-11,2025-04-11,7380.0,1086.2,Критические,"Восстановительные кампании, опросы"
68455110,Loyal Customers,Platinum,435,12,29880,53924.4,6,18,2025-02-04,2025-08-27,4980.0,8987.4,Премиум,"Программа лояльности, перекрестные продажи"
97371150,324,Gold,324,9,18000,22131.0,3,7,2025-03-21,2025-07-04,6000.0,7377.0,Другие,Стандартный маркетинг
58507722,Potential Loyalists,Silver,313,7,11000,10580.0,2,4,2025-05-11,2025-07-28,5500.0,5290.0,Растущие,Персонализированные рекомендации
20929551,At Risk,Bronze,211,4,2900,3100.5,2,5,2025-05-15,2025-05-29,1450.0,1550.25,Критические,"Восстановительные кампании, опросы"
12665141,325,Gold,325,10,22320,26127.2,4,9,2025-01-23,2025-07-08,5580.0,6531.8,Другие,Стандартный маркетинг
21656338,324,Gold,324,9,15300,34406.0,3,11,2025-01-19,2025-07-10,5100.0,11468.666666666666,Другие,Стандартный маркетинг
38609788,New Customers,Gold,513,9,11960,26620.4,2,7,2025-08-07,2025-09-26,5980.0,13310.2,Новые,"Приветственная программа, обучение"
19963943,Potential Loyalists,Silver,321,6,4200,5684.0,3,8,2025-05-26,2025-07-26,1400.0,1894.6666666666667,Растущие,Персонализированные рекомендации
70074612,New Customers,Silver,512,8,5720,2766.4,2,3,2025-02-28,2025-09-21,2860.0,1383.2,Новые,"Приветственная программа, обучение"
13739750,Cannot Lose Them,Gold,225,9,24360,34424.3,4,10,2025-01-16,2025-06-15,6090.0,8606.075,Критические,"Персональные обращения, специальные условия"
60736622,Cannot Lose Them,Gold,225,9,75040,86935.6,4,18,2025-04-16,2025-05-13,18760.0,21733.9,Критические,"Персональные обращения, специальные условия"
94015399,Cannot Lose Them,Silver,224,8,14940,5796.0,3,4,2025-02-16,2025-05-16,4980.0,1932.0,Критические,"Персональные обращения, специальные условия"
46775139,Cannot Lose Them,Silver,124,7,19740,35180.2,3,9,2025-01-31,2025-04-25,6580.0,11726.733333333332,Критические,"Персональные обращения, специальные условия"
63259901,Loyal Customers,Gold,335,11,30600,50353.0,6,17,2025-02-05,2025-07-10,5100.0,8392.166666666666,Премиум,"Программа лояльности, перекрестные продажи"
42076004,At Risk,Bronze,212,5,5100,4840.0,1,2,2025-06-25,2025-06-25,5100.0,4840.0,Критические,"Восстановительные кампании, опросы"
49649549,New Customers,Silver,521,8,3520,-473.0,4,5,2025-03-03,2025-09-20,880.0,-118.25,Новые,"Приветственная программа, обучение"
50907007,Cannot Lose Them,Gold,225,9,33300,42448.0,3,7,2025-01-06,2025-05-10,11100.0,14149.333333333334,Критические,"Персональные обращения, специальные условия"
79145863,New Customers,Gold,523,10,11920,7960.4,4,7,2025-07-15,2025-09-22,2980.0,1990.1,Новые,"Приветственная программа, обучение"
55426923,Cannot Lose Them,Gold,225,9,23484,17131.52,3,5,2025-01-02,2025-06-01,7828.0,5710.506666666667,Критические,"Персональные обращения, специальные условия"
91929436,At Risk,Bronze,212,5,5400,6590.0,2,5,2025-05-09,2025-05-12,2700.0,3295.0,Критические,"Восстановительные кампании, опросы"
21837136,New Customers,Silver,422,8,6900,11178.0,3,9,2025-03-21,2025-08-30,2300.0,3726.0,Новые,"Приветственная программа, обучение"
38056815,New Customers,Silver,411,6,4780,86.3,2,2,2025-01-12,2025-08-22,2390.0,43.15,Новые,"Приветственная программа, обучение"
94336108,235,Gold,235,10,27900,24606.8,5,10,2025-01-02,2025-05-29,5580.0,4921.36,Другие,Стандартный маркетинг
39478464,New Customers,Gold,423,9,11100,22946.0,3,10,2025-02-08,2025-08-10,3700.0,7648.666666666667,Новые,"Приветственная программа, обучение"
54781961,High Value New Customers,Gold,425,11,22566,19663.72,3,6,2025-08-02,2025-08-22,7522.0,6554.573333333334,Растущие,"VIP обслуживание, персональный менеджер"
70326795,Champions,Platinum,445,13,88800,74336.0,8,15,2025-01-11,2025-08-16,11100.0,9292.0,Премиум,"Персональные предложения, эксклюзивный доступ"
40042947,New Customers,Silver,413,8,11980,10131.3,2,4,2025-08-24,2025-08-31,5990.0,5065.65,Новые,"Приветственная программа, обучение"
61674284,Potential Loyalists,Silver,313,7,11120,5001.0,2,3,2025-02-27,2025-08-03,5560.0,2500.5,Растущие,Персонализированные рекомендации
59240777,New Customers,Gold,532,10,7320,7140.6,6,14,2025-03-09,2025-09-24,1220.0,1190.1000000000001,Новые,"Приветственная программа, обучение"
21970497,New Customers,Silver,412,7,7828,11644.38,2,5,2025-04-02,2025-08-30,3914.0,5822.19,Новые,"Приветственная программа, обучение"
11460725,314,Silver,314,8,15160,21220.8,2,5,2025-07-06,2025-07-13,7580.0,10610.4,Другие,Стандартный маркетинг
16837385,Loyal Customers,Platinum,535,13,37900,68554.6,5,15,2025-04-09,2025-09-08,7580.0,13710.920000000002,Премиум,"Программа лояльности, перекрестные продажи"
77440758,Cannot Lose Them,Silver,125,8,27540,10627.2,3,4,2025-01-20,2025-04-04,9180.0,3542.4,Критические,"Персональные обращения, специальные условия"
17961013,123,Silver,123,6,10470,5824.4,3,5,2025-01-04,2025-02-15,3490.0,1941.4666666666665,Другие,Стандартный маркетинг
58484682,Loyal Customers,Platinum,535,13,21900,35243.2,5,14,2025-03-09,2025-09-23,4380.0,7048.639999999999,Премиум,"Программа лояльности, перекрестные продажи"
82611352,High Value New Customers,Gold,524,11,13520,8314.4,4,7,2025-03-24,2025-09-27,3380.0,2078.6,Растущие,"VIP обслуживание, персональный менеджер"
13687354,High Value New Customers,Gold,424,10,19960,18980.5,4,8,2025-02-05,2025-08-22,4990.0,4745.125,Растущие,"VIP обслуживание, персональный менеджер"
65992151,Loyal Customers,Gold,334,10,17000,25262.0,5,14,2025-01-23,2025-07-04,3400.0,5052.4,Премиум,"Программа лояльности, перекрестные продажи"
72864961,Loyal Customers,Gold,335,11,34900,50889.4,5,13,2025-01-26,2025-07-13,6980.0,10177.880000000001,Премиум,"Программа лояльности, перекрестные продажи"
28310439,New Customers,Silver,512,8,5580,7150.4,2,5,2025-07-11,2025-09-24,2790.0,3575.2,Новые,"Приветственная программа, обучение"
93363944,Potential Loyalists,Silver,321,6,2320,1858.8,4,11,2025-05-31,2025-07-31,580.0,464.7,Растущие,Персонализированные рекомендации
85687791,Cannot Lose Them,Gold,225,9,23920,4244.2,4,4,2025-01-31,2025-06-07,5980.0,1061.05,Критические,"Персональные обращения, специальные условия"
97679450,New Customers,Silver,422,8,5360,11437.8,4,15,2025-01-03,2025-08-30,1340.0,2859.45,Новые,"Приветственная программа, обучение"
24862643,Loyal Customers,Platinum,435,12,36900,60651.0,5,14,2025-02-15,2025-08-10,7380.0,12130.2,Премиум,"Программа лояльности, перекрестные продажи"
26492031,Loyal Customers,Gold,533,11,9000,10733.0,5,13,2025-05-14,2025-09-12,1800.0,2146.6,Премиум,"Программа лояльности, перекрестные продажи"
55970003,324,Gold,324,9,16740,20639.6,3,7,2025-01-14,2025-08-02,5580.0,6879.866666666666,Другие,Стандартный маркетинг
79587722,New Customers,Silver,412,7,5400,7391.0,2,5,2025-05-16,2025-08-11,2700.0,3695.5,Новые,"Приветственная программа, обучение"
18398142,Cannot Lose Them,Silver,114,6,13160,23385.4,2,6,2025-02-11,2025-03-07,6580.0,11692.7,Критические,"Персональные обращения, специальные условия"
82471173,Loyal Customers,Platinum,534,12,15500,21057.0,5,13,2025-01-16,2025-09-08,3100.0,4211.4,Премиум,"Программа лояльности, перекрестные продажи"
38702896,At Risk,Bronze,111,3,4980,3778.2,1,2,2025-02-05,2025-02-05,4980.0,3778.2,Критические,"Восстановительные кампании, опросы"
62735344,New Customers,Gold,523,10,11920,21314.4,4,13,2025-02-15,2025-09-18,2980.0,5328.6,Новые,"Приветственная программа, обучение"
80809032,At Risk,Bronze,111,3,4200,6861.0,2,6,2025-03-28,2025-04-24,2100.0,3430.5,Критические,"Восстановительные кампании, опросы"
58035424,New Customers,Gold,523,10,10800,6922.0,4,7,2025-05-12,2025-09-08,2700.0,1730.5,Новые,"Приветственная программа, обучение"
85419196,At Risk,Bronze,111,3,1280,1231.2,2,6,2025-04-22,2025-05-02,640.0,615.6,Критические,"Восстановительные кампании, опросы"
69586840,At Risk,Bronze,212,5,6360,2170.4,2,3,2025-04-28,2025-06-22,3180.0,1085.2,Критические,"Восстановительные кампании, опросы"
96094802,New Customers,Silver,421,7,4170,1459.9,3,5,2025-05-26,2025-09-01,1390.0,486.6333333333334,Новые,"Приветственная программа, обучение"
86076744,At Risk,Bronze,221,5,2550,3526.0,3,9,2025-03-11,2025-05-31,850.0,1175.3333333333333,Критические,"Восстановительные кампании, опросы"
43817644,High Value New Customers,Platinum,525,12,33300,50228.0,3,8,2025-02-15,2025-09-08,11100.0,16742.666666666668,Растущие,"VIP обслуживание, персональный менеджер"
34751007,Potential Loyalists,Silver,322,7,5940,4286.2,3,6,2025-03-15,2025-07-30,1980.0,1428.7333333333333,Растущие,Персонализированные рекомендации
74692955,Champions,Platinum,545,14,35868,14683.92,7,10,2025-01-28,2025-09-24,5124.0,2097.7028571428573,Премиум,"Персональные предложения, эксклюзивный доступ"
54421974,New Customers,Silver,511,7,1040,1054.8,2,6,2025-04-25,2025-09-10,520.0,527.4,Новые,"Приветственная программа, обучение"
32897454,113,Bronze,113,5,9960,8436.0,2,4,2025-02-01,2025-02-19,4980.0,4218.0,Другие,Стандартный маркетинг
50339234,Potential Loyalists,Silver,323,8,11732,10603.27,4,8,2025-01-27,2025-07-19,2933.0,2650.8175,Растущие,Персонализированные рекомендации
73878829,Loyal Customers,Gold,434,11,14500,16846.0,5,12,2025-01-18,2025-08-22,2900.0,3369.2,Премиум,"Программа лояльности, перекрестные продажи"
28964554,Potential Loyalists,Silver,323,8,10800,8525.0,4,8,2025-01-10,2025-07-19,2700.0,2131.25,Растущие,Персонализированные рекомендации
68974260,New Customers,Silver,511,7,5000,6827.0,2,5,2025-08-28,2025-09-20,2500.0,3413.5,Новые,"Приветственная программа, обучение"
73339847,Loyal Customers,Gold,434,11,12980,24185.08,5,15,2025-01-04,2025-09-02,2596.0,4837.0160000000005,Премиум,"Программа лояльности, перекрестные продажи"
86221208,Loyal Customers,Platinum,435,12,32900,25294.6,5,9,2025-01-23,2025-08-14,6580.0,5058.92,Премиум,"Программа лояльности, перекрестные продажи"
44426303,113,Bronze,113,5,9960,17233.8,2,6,2025-02-02,2025-04-26,4980.0,8616.9,Другие,Стандартный маркетинг
64199822,213,Silver,213,6,10600,27283.0,2,8,2025-03-22,2025-05-12,5300.0,13641.5,Другие,Стандартный маркетинг
27500707,Potential Loyalists,Silver,322,7,5670,6972.0,3,8,2025-03-12,2025-08-02,1890.0,2324.0,Растущие,Персонализированные рекомендации
22934764,Potential Loyalists,Bronze,311,5,2840,4751.0,2,6,2025-04-16,2025-07-24,1420.0,2375.5,Растущие,Персонализированные рекомендации
20586151,High Value New Customers,Platinum,525,12,27960,38989.1,4,10,2025-02-23,2025-09-25,6990.0,9747.275,Растущие,"VIP обслуживание, персональный менеджер"
49991507,High Value New Customers,Platinum,525,12,35970,44338.0,3,7,2025-01-03,2025-09-24,11990.0,14779.333333333334,Растущие,"VIP обслуживание, персональный менеджер"
47344384,324,Gold,324,9,15920,14137.2,4,8,2025-03-04,2025-07-13,3980.0,3534.3,Другие,Стандартный маркетинг
92900294,New Customers,Gold,513,9,11100,30700.0,1,4,2025-09-19,2025-09-19,11100.0,30700.0,Новые,"Приветственная программа, обучение"
26194974,Champions,Platinum,545,14,23660,29558.6,7,17,2025-01-14,2025-09-14,3380.0,4222.657142857142,Премиум,"Персональные предложения, эксклюзивный доступ"
83447966,Champions,Platinum,555,15,51800,70932.6,10,25,2025-01-10,2025-09-13,5180.0,7093.26,Премиум,"Персональные предложения, эксклюзивный доступ"
43923333,Cannot Lose Them,Silver,224,8,17970,24015.8,3,7,2025-01-27,2025-05-14,5990.0,8005.266666666666,Критические,"Персональные обращения, специальные условия"
74784496,High Value New Customers,Platinum,525,12,44400,57510.0,4,9,2025-03-19,2025-09-14,11100.0,14377.5,Растущие,"VIP обслуживание, персональный менеджер"
72357603,Cannot Lose Them,Silver,124,7,20720,28744.4,4,10,2025-01-20,2025-03-05,5180.0,7186.1,Критические,"Персональные обращения, специальные условия"
55570580,High Risk High Value,Gold,245,11,77700,47915.0,7,11,2025-01-02,2025-06-09,11100.0,6845.0,Критические,"VIP реактивация, анализ поведения"
78108555,Champions,Platinum,445,13,48400,60146.5,8,19,2025-02-18,2025-09-06,6050.0,7518.3125,Премиум,"Персональные предложения, эксклюзивный доступ"
98761418,At Risk,Bronze,212,5,6760,15518.4,2,7,2025-03-18,2025-06-10,3380.0,7759.2,Критические,"Восстановительные кампании, опросы"
18140841,Loyal Customers,Gold,335,11,24900,10608.4,5,7,2025-02-06,2025-08-03,4980.0,2121.68,Премиум,"Программа лояльности, перекрестные продажи"
69728328,Loyal Customers,Gold,433,10,9000,12922.0,5,14,2025-03-26,2025-09-06,1800.0,2584.4,Премиум,"Программа лояльности, перекрестные продажи"
18885984,325,Gold,325,10,24800,52220.0,4,13,2025-05-31,2025-08-06,6200.0,13055.0,Другие,Стандартный маркетинг
57338726,High Value New Customers,Gold,524,11,19920,27098.6,4,10,2025-01-31,2025-09-12,4980.0,6774.65,Растущие,"VIP обслуживание, персональный менеджер"
32717202,New Customers,Gold,522,9,6960,11885.6,3,9,2025-04-20,2025-09-13,2320.0,3961.866666666667,Новые,"Приветственная программа, обучение"
79490292,At Risk,Bronze,212,5,6980,12067.2,2,6,2025-01-15,2025-06-23,3490.0,6033.6,Критические,"Восстановительные кампании, опросы"
87660983,Potential Loyalists,Silver,323,8,10140,13905.2,3,8,2025-03-05,2025-08-02,3380.0,4635.066666666667,Растущие,Персонализированные рекомендации
12911883,At Risk,Bronze,221,5,2720,1765.8,4,9,2025-01-16,2025-06-17,680.0,441.45,Критические,"Восстановительные кампании, опросы"
73534464,At Risk,Bronze,212,5,5560,9418.6,2,6,2025-02-12,2025-06-22,2780.0,4709.3,Критические,"Восстановительные кампании, опросы"
81335479,Potential Loyalists,Bronze,311,5,4000,1744.0,2,3,2025-04-11,2025-08-04,2000.0,872.0,Растущие,Персонализированные рекомендации
60654307,About To Sleep,Silver,223,7,9300,10816.0,3,7,2025-05-23,2025-06-28,3100.0,3605.3333333333335,Рисковые,"Срочные акции, напоминания"
96010532,Potential Loyalists,Silver,322,7,7470,-239.9,3,3,2025-04-19,2025-07-21,2490.0,-79.96666666666667,Растущие,Персонализированные рекомендации
47113990,Cannot Lose Them,Silver,224,8,20700,20072.0,3,6,2025-01-11,2025-05-22,6900.0,6690.666666666667,Критические,"Персональные обращения, специальные условия"
24046960,New Customers,Gold,523,10,8940,17269.6,3,10,2025-03-08,2025-09-15,2980.0,5756.533333333333,Новые,"Приветственная программа, обучение"
52308782,Loyal Customers,Platinum,534,12,19900,34443.0,5,15,2025-02-15,2025-09-09,3980.0,6888.6,Премиум,"Программа лояльности, перекрестные продажи"
94463588,324,Gold,324,9,19920,34543.2,4,12,2025-03-01,2025-07-07,4980.0,8635.8,Другие,Стандартный маркетинг
71320164,At Risk,Bronze,112,4,6490,13050.3,1,3,2025-04-30,2025-04-30,6490.0,13050.3,Критические,"Восстановительные кампании, опросы"
22078766,At Risk,Bronze,212,5,7500,1066.0,1,1,2025-06-20,2025-06-20,7500.0,1066.0,Критические,"Восстановительные кампании, опросы"
41865954,325,Gold,325,10,23920,25379.8,4,9,2025-01-02,2025-08-07,5980.0,6344.95,Другие,Стандартный маркетинг
38119865,Cannot Lose Them,Silver,124,7,21520,19389.2,4,8,2025-02-08,2025-04-23,5380.0,4847.3,Критические,"Персональные обращения, специальные условия"
27622520,Cannot Lose Them,Silver,224,8,13960,18559.7,4,10,2025-02-17,2025-06-09,3490.0,4639.925,Критические,"Персональные обращения, специальные условия"
71643669,Loyal Customers,Platinum,535,13,55500,74237.0,5,12,2025-02-06,2025-09-18,11100.0,14847.4,Премиум,"Программа лояльности, перекрестные продажи"
