user_id,registration_date,country,device
user_180,2024-03-02,Germany,Android
user_181,2024-03-17,France,iPhone
user_182,2024-01-03,India,Android
user_183,2024-03-10,Germany,Android
user_184,2024-03-12,UK,Android
user_185,2024-01-27,India,Android
user_186,2024-01-09,UK,Android
user_187,2024-03-02,USA,iPhone
user_188,2024-02-06,India,iPhone
user_189,2024-02-20,UK,iPhone
user_190,2024-02-13,France,iPhone
user_191,2024-01-24,UK,Android
user_192,2024-03-19,India,Android
user_193,2024-02-28,USA,iPhone
user_194,2024-02-01,India,iPhone
user_195,2024-03-28,France,Android
user_196,2024-02-21,USA,iPhone
user_197,2024-03-02,Germany,iPhone
user_198,2024-02-27,India,iPhone
user_199,2024-02-21,UK,iPhone
user_200,2024-01-12,USA,iPhone
user_201,2024-02-08,UK,iPhone
user_202,2024-01-02,Germany,iPhone
user_203,2024-01-03,France,Android
user_204,2024-02-25,France,iPhone
user_205,2024-03-21,UK,Android
user_206,2024-02-28,USA,iPhone
user_207,2024-01-02,Germany,iPhone
user_208,2024-01-02,UK,Android
user_209,2024-02-23,USA,iPhone
user_210,2024-03-27,India,iPhone
user_211,2024-01-01,France,iPhone
user_212,2024-01-19,France,Android
user_213,2024-01-02,India,iPhone
user_214,2024-02-22,Germany,iPhone
user_215,2024-02-13,India,Android
user_216,2024-03-30,UK,iPhone
user_217,2024-02-01,USA,Android
user_218,2024-03-10,UK,Android
user_219,2024-02-01,UK,Android
user_220,2024-03-08,France,iPhone
user_221,2024-02-24,USA,Android
user_222,2024-03-15,USA,iPhone
user_223,2024-02-25,USA,iPhone
user_224,2024-01-17,USA,iPhone
user_225,2024-02-07,France,Android
user_226,2024-01-24,USA,iPhone
user_227,2024-03-09,Germany,iPhone
user_228,2024-03-10,UK,iPhone
user_229,2024-03-26,Germany,Android
user_230,2024-01-11,India,Android
user_231,2024-01-16,UK,Android
user_232,2024-03-13,France,iPhone
user_233,2024-02-28,UK,iPhone
user_234,2024-03-10,UK,Android
user_235,2024-03-20,India,iPhone
user_236,2024-01-03,USA,iPhone
user_237,2024-01-20,USA,Android
user_238,2024-02-28,France,Android
user_239,2024-02-05,USA,Android
user_240,2024-01-19,India,Android
user_241,2024-03-30,UK,Android
user_242,2024-03-07,India,iPhone
user_243,2024-01-19,France,iPhone
user_244,2024-01-20,Germany,Android
user_245,2024-03-11,India,iPhone
user_246,2024-02-21,UK,Android
user_247,2024-02-02,India,iPhone
user_248,2024-02-09,USA,iPhone
user_249,2024-02-08,UK,Android
user_250,2024-03-22,USA,Android
user_251,2024-01-01,Germany,Android
user_252,2024-01-11,USA,iPhone
user_253,2024-02-26,India,Android
user_254,2024-03-29,India,iPhone
user_255,2024-02-19,India,iPhone
user_256,2024-01-23,USA,iPhone
user_257,2024-01-31,Germany,iPhone
user_258,2024-02-11,UK,iPhone
user_259,2024-01-07,UK,Android
user_260,2024-01-16,UK,Android
user_261,2024-03-30,UK,Android
user_262,2024-02-29,France,iPhone
user_263,2024-01-02,Germany,Android
user_264,2024-01-01,UK,Android
user_265,2024-02-17,USA,Android
user_266,2024-01-12,USA,iPhone
user_267,2024-03-09,USA,iPhone
user_268,2024-02-06,India,iPhone
user_269,2024-02-01,USA,iPhone
user_270,2024-01-09,USA,iPhone
user_271,2024-01-19,UK,Android
user_272,2024-02-17,India,iPhone
user_273,2024-03-20,India,iPhone
user_274,2024-01-03,France,iPhone
user_275,2024-01-20,France,iPhone
user_276,2024-01-24,Germany,iPhone
user_277,2024-02-23,USA,iPhone
user_278,2024-02-02,India,iPhone
user_279,2024-01-24,France,Android
user_280,2024-03-15,Germany,Android
user_281,2024-03-12,France,iPhone
user_282,2024-02-05,France,iPhone
user_283,2024-02-07,Germany,Android
user_284,2024-03-24,India,iPhone
user_285,2024-03-29,India,iPhone
user_286,2024-01-25,Germany,Android
user_287,2024-01-18,France,iPhone
user_288,2024-03-22,USA,Android
user_289,2024-03-06,France,iPhone
user_290,2024-02-23,USA,iPhone
user_291,2024-02-04,Germany,iPhone
user_292,2024-03-20,India,Android
user_293,2024-03-01,Germany,iPhone
user_294,2024-02-10,UK,iPhone
user_295,2024-02-02,UK,Android
user_296,2024-03-08,USA,iPhone
user_297,2024-02-02,France,iPhone
user_298,2024-01-14,USA,Android
user_299,2024-01-21,USA,iPhone
user_300,2024-02-17,UK,Android
user_301,2024-01-20,France,Android
user_302,2024-01-08,France,Android
user_303,2024-01-07,USA,iPhone
user_304,2024-03-07,UK,Android
user_305,2024-01-17,Germany,iPhone
user_306,2024-02-02,Germany,Android
user_307,2024-02-17,France,iPhone
user_308,2024-03-16,UK,iPhone
user_309,2024-02-28,Germany,iPhone
user_310,2024-03-26,UK,Android
user_311,2024-01-22,India,Android
user_312,2024-01-30,Germany,iPhone
user_313,2024-02-07,UK,iPhone
user_314,2024-02-20,UK,Android
user_315,2024-02-23,Germany,iPhone
user_316,2024-01-08,India,iPhone
user_317,2024-01-27,Germany,Android
user_318,2024-01-27,France,iPhone
user_319,2024-01-21,France,Android
user_320,2024-01-30,Germany,iPhone
user_321,2024-01-28,UK,iPhone
user_322,2024-03-04,India,iPhone
user_323,2024-03-09,UK,Android
user_324,2024-03-01,UK,iPhone
user_325,2024-02-17,India,Android
user_326,2024-01-19,USA,iPhone
user_327,2024-01-04,USA,Android
user_328,2024-02-04,UK,iPhone
user_329,2024-03-04,India,iPhone
user_330,2024-02-18,USA,Android
user_331,2024-01-17,USA,iPhone
user_332,2024-02-13,USA,iPhone
user_333,2024-01-30,USA,Android
user_334,2024-02-15,USA,iPhone
user_335,2024-01-06,UK,Android
user_336,2024-02-06,Germany,iPhone
user_337,2024-01-24,USA,Android
user_338,2024-02-15,UK,iPhone
user_339,2024-02-22,USA,iPhone
user_340,2024-02-29,UK,Android
user_341,2024-03-03,Germany,Android
user_342,2024-03-25,France,iPhone
user_343,2024-02-01,USA,iPhone
user_344,2024-03-27,UK,Android
user_345,2024-02-02,USA,iPhone
user_346,2024-03-07,India,Android
user_347,2024-01-18,France,Android
user_348,2024-01-25,Germany,iPhone
user_349,2024-02-23,USA,iPhone
user_350,2024-02-27,India,Android
user_351,2024-03-07,USA,iPhone
user_352,2024-02-15,USA,iPhone
user_353,2024-01-24,UK,Android
user_354,2024-02-01,USA,iPhone
user_355,2024-02-16,India,Android
user_356,2024-03-26,France,iPhone
user_357,2024-01-23,USA,iPhone
user_358,2024-03-06,Germany,iPhone
user_359,2024-01-27,India,iPhone
user_360,2024-01-02,India,iPhone
user_361,2024-03-30,Germany,iPhone
user_362,2024-01-17,India,Android
user_363,2024-02-02,India,iPhone
user_364,2024-01-09,France,iPhone
user_365,2024-02-12,USA,iPhone
user_366,2024-02-17,UK,iPhone
user_367,2024-02-08,India,iPhone
user_368,2024-02-11,USA,iPhone
user_369,2024-01-26,India,iPhone
user_370,2024-02-19,USA,iPhone
user_371,2024-01-25,USA,iPhone
user_372,2024-01-24,UK,Android
user_373,2024-01-13,USA,iPhone
user_374,2024-02-29,India,iPhone
user_375,2024-01-07,India,Android
user_376,2024-02-26,India,iPhone
user_377,2024-02-05,Germany,Android
user_378,2024-02-14,USA,iPhone
user_379,2024-01-20,Germany,iPhone
user_380,2024-03-05,Germany,iPhone
user_381,2024-01-08,Germany,iPhone
user_382,2024-01-16,USA,Android
user_383,2024-01-14,Germany,iPhone
user_384,2024-03-16,UK,Android
user_385,2024-03-27,India,iPhone
user_386,2024-01-15,India,iPhone
user_387,2024-03-06,UK,iPhone
user_388,2024-02-01,Germany,iPhone
user_389,2024-03-27,France,iPhone
user_390,2024-03-03,USA,Android
user_391,2024-03-26,India,Android
user_392,2024-02-20,India,iPhone
user_393,2024-01-25,UK,Android
user_394,2024-02-27,UK,Android
user_395,2024-03-03,USA,Android
user_396,2024-03-02,UK,iPhone
user_397,2024-01-22,USA,Android
user_398,2024-02-27,India,iPhone
user_399,2024-02-27,USA,Android
user_400,2024-03-26,UK,iPhone
user_401,2024-02-18,India,iPhone
user_402,2024-02-21,France,Android
user_403,2024-02-11,USA,iPhone
user_404,2024-03-10,USA,Android
user_405,2024-01-15,USA,Android
user_406,2024-02-23,France,Android
user_407,2024-02-29,USA,iPhone
user_408,2024-01-08,Germany,Android
user_409,2024-02-22,India,iPhone
user_410,2024-02-29,USA,iPhone
user_411,2024-01-05,India,Android
user_412,2024-03-08,India,iPhone
user_413,2024-01-06,USA,iPhone
user_414,2024-02-16,India,Android
user_415,2024-02-24,Germany,iPhone
user_416,2024-02-09,India,iPhone
user_417,2024-02-21,Germany,Android
user_418,2024-01-16,France,iPhone
user_419,2024-01-13,Germany,Android
user_420,2024-01-30,India,Android
user_421,2024-01-19,France,Android
user_422,2024-01-17,Germany,Android
user_423,2024-03-03,India,iPhone
user_424,2024-01-19,USA,iPhone
user_425,2024-02-27,USA,Android
user_426,2024-02-24,USA,Android
user_427,2024-03-30,UK,iPhone
user_428,2024-03-30,USA,iPhone
user_429,2024-03-02,India,iPhone
user_430,2024-01-23,USA,iPhone
user_431,2024-01-09,France,Android
user_432,2024-01-12,USA,iPhone
user_433,2024-01-01,India,Android
user_434,2024-02-27,India,Android
user_435,2024-01-01,UK,iPhone
user_436,2024-02-03,India,Android
user_437,2024-02-17,USA,iPhone
user_438,2024-03-29,India,iPhone
user_439,2024-01-01,USA,Android
user_440,2024-01-16,India,Android
user_441,2024-03-01,USA,Android
user_442,2024-03-04,Germany,iPhone
user_443,2024-03-03,France,iPhone
user_444,2024-03-09,USA,Android
user_445,2024-01-22,USA,iPhone
user_446,2024-03-07,USA,iPhone
user_447,2024-03-16,UK,iPhone
user_448,2024-01-26,Germany,Android
user_449,2024-01-16,USA,iPhone
user_450,2024-02-20,UK,Android
user_451,2024-03-26,USA,Android
user_452,2024-02-26,India,iPhone
user_453,2024-01-29,USA,iPhone
user_454,2024-03-18,USA,iPhone
user_455,2024-03-09,USA,Android
user_456,2024-02-16,UK,iPhone
user_457,2024-03-02,India,iPhone
user_458,2024-03-09,UK,iPhone
user_459,2024-03-16,USA,Android
user_460,2024-01-16,France,iPhone
user_461,2024-03-30,France,Android
user_462,2024-03-30,USA,Android
user_463,2024-02-17,France,iPhone
user_464,2024-03-25,India,Android
user_465,2024-02-08,USA,iPhone
user_466,2024-02-02,France,Android
user_467,2024-01-23,France,Android
user_468,2024-01-10,UK,Android
user_469,2024-03-09,USA,iPhone
user_470,2024-02-03,USA,iPhone
user_471,2024-02-21,India,iPhone
user_472,2024-01-10,India,iPhone
user_473,2024-01-19,France,iPhone
user_474,2024-02-27,UK,iPhone
user_475,2024-01-01,Germany,iPhone
user_476,2024-03-09,Germany,iPhone
user_477,2024-01-04,UK,Android
user_478,2024-01-16,USA,iPhone
user_479,2024-01-24,India,iPhone
user_480,2024-03-20,UK,iPhone
user_481,2024-01-02,India,iPhone
user_482,2024-02-01,USA,Android
user_483,2024-03-31,USA,iPhone
user_484,2024-03-24,USA,Android
user_485,2024-01-24,UK,Android
user_486,2024-01-12,India,Android
user_487,2024-02-19,USA,Android
user_488,2024-02-04,India,Android
user_489,2024-02-02,Germany,Android
user_490,2024-02-02,India,Android
user_491,2024-03-01,USA,iPhone
user_492,2024-02-20,India,Android
user_493,2024-02-12,France,iPhone
user_494,2024-01-12,USA,Android
user_495,2024-03-07,USA,iPhone
user_496,2024-03-05,India,iPhone
user_497,2024-02-02,India,iPhone
user_498,2024-02-09,USA,iPhone
user_499,2024-03-14,France,iPhone
user_500,2024-02-12,India,iPhone
user_501,2024-02-13,India,iPhone
user_502,2024-01-29,India,iPhone
user_503,2024-01-13,France,Android
user_504,2024-01-12,UK,iPhone
user_505,2024-02-15,UK,iPhone
user_506,2024-01-02,UK,Android
user_507,2024-02-04,France,iPhone
user_508,2024-03-27,France,iPhone
user_509,2024-03-21,USA,Android
user_510,2024-03-30,India,Android
user_511,2024-01-08,France,iPhone
user_512,2024-01-26,Germany,iPhone
user_513,2024-03-14,UK,Android
user_514,2024-03-30,Germany,Android
user_515,2024-02-03,USA,iPhone
user_516,2024-01-07,USA,Android
user_517,2024-03-08,USA,iPhone
user_518,2024-02-27,USA,iPhone
user_519,2024-03-15,UK,iPhone
user_520,2024-01-29,Germany,Android
user_521,2024-02-05,USA,iPhone
user_522,2024-03-29,France,Android
user_523,2024-01-21,USA,iPhone
user_524,2024-02-05,India,iPhone
user_525,2024-01-10,India,iPhone
user_526,2024-03-13,USA,Android
user_527,2024-01-24,UK,iPhone
user_528,2024-03-04,USA,iPhone
user_529,2024-02-18,Germany,Android
user_530,2024-02-05,Germany,iPhone
user_531,2024-03-22,USA,Android
user_532,2024-01-24,Germany,iPhone
user_533,2024-01-23,USA,Android
user_534,2024-03-02,USA,iPhone
user_535,2024-02-06,France,Android
user_536,2024-01-12,UK,iPhone
user_537,2024-02-24,Germany,iPhone
user_538,2024-01-13,UK,iPhone
user_539,2024-01-23,India,iPhone
user_540,2024-03-29,USA,iPhone
user_541,2024-01-30,UK,Android
user_542,2024-01-17,France,iPhone
user_543,2024-03-02,UK,Android
user_544,2024-03-24,India,Android
user_545,2024-03-29,France,Android
user_546,2024-03-26,France,iPhone
user_547,2024-01-13,France,iPhone
user_548,2024-02-28,India,Android
user_549,2024-01-19,India,Android
user_550,2024-02-18,France,iPhone
user_551,2024-01-12,France,iPhone
user_552,2024-03-01,USA,iPhone
user_553,2024-01-19,USA,Android
user_554,2024-03-16,Germany,iPhone
user_555,2024-01-09,USA,iPhone
user_556,2024-03-11,UK,Android
user_557,2024-01-28,USA,iPhone
user_558,2024-03-18,UK,iPhone
user_559,2024-02-21,France,Android
user_560,2024-03-23,India,Android
user_561,2024-01-16,USA,iPhone
user_562,2024-03-09,Germany,iPhone
user_563,2024-01-12,India,iPhone
user_564,2024-01-25,USA,iPhone
user_565,2024-02-21,India,Android
user_566,2024-03-25,UK,iPhone
user_567,2024-02-22,UK,iPhone
user_568,2024-01-23,India,iPhone
user_569,2024-01-16,USA,iPhone
user_570,2024-02-26,France,iPhone
user_571,2024-02-08,India,Android
user_572,2024-02-22,USA,iPhone
user_573,2024-02-11,France,Android
user_574,2024-02-27,India,Android
user_575,2024-02-08,USA,iPhone
user_576,2024-01-14,India,iPhone
user_577,2024-01-05,Germany,iPhone
user_578,2024-02-04,Germany,iPhone
user_579,2024-03-27,Germany,iPhone
user_580,2024-03-15,USA,iPhone
user_581,2024-01-18,India,iPhone
user_582,2024-03-16,India,Android
user_583,2024-01-09,Germany,iPhone
user_584,2024-03-14,France,Android
user_585,2024-02-27,Germany,iPhone
user_586,2024-01-17,UK,Android
user_587,2024-01-07,France,iPhone
user_588,2024-02-15,Germany,iPhone
user_589,2024-01-13,Germany,Android
user_590,2024-02-09,France,iPhone
user_591,2024-02-11,UK,iPhone
user_592,2024-01-09,USA,Android
user_593,2024-02-19,USA,iPhone
user_594,2024-01-27,UK,iPhone
user_595,2024-03-06,France,Android
user_596,2024-01-05,Germany,Android
user_597,2024-01-29,France,Android
user_598,2024-02-06,UK,iPhone
user_599,2024-02-07,Germany,Android
user_600,2024-03-23,UK,iPhone
user_601,2024-01-08,UK,Android
user_602,2024-03-05,France,Android
user_603,2024-03-26,India,Android
user_604,2024-01-17,UK,Android
user_605,2024-03-11,USA,iPhone
user_606,2024-03-29,USA,Android
user_607,2024-02-14,USA,Android
user_608,2024-01-04,France,iPhone
user_609,2024-02-05,UK,Android
user_610,2024-03-10,Germany,iPhone
user_611,2024-01-31,UK,Android
user_612,2024-01-19,USA,Android
user_613,2024-03-01,UK,Android
user_614,2024-02-23,USA,iPhone
user_615,2024-02-08,UK,iPhone
user_616,2024-03-31,USA,iPhone
user_617,2024-03-14,India,Android
user_618,2024-03-30,USA,iPhone
user_619,2024-01-19,India,iPhone
user_620,2024-02-08,UK,Android
user_621,2024-03-07,India,iPhone
user_622,2024-02-14,Germany,Android
user_623,2024-01-13,France,Android
user_624,2024-02-27,France,Android
user_625,2024-01-20,Germany,iPhone
user_626,2024-03-12,Germany,iPhone
user_627,2024-03-01,Germany,iPhone
user_628,2024-02-08,Germany,iPhone
user_629,2024-01-01,USA,iPhone
user_630,2024-01-03,UK,iPhone
user_631,2024-03-17,Germany,Android
user_632,2024-03-02,Germany,Android
user_633,2024-03-03,France,iPhone
user_634,2024-01-25,France,Android
user_635,2024-02-25,India,Android
user_636,2024-02-02,USA,Android
user_637,2024-02-07,UK,Android
user_638,2024-01-06,UK,iPhone
user_639,2024-02-27,UK,iPhone
user_640,2024-02-13,India,iPhone
user_641,2024-02-14,USA,iPhone
user_642,2024-02-01,France,Android
user_643,2024-02-14,UK,Android
user_644,2024-03-01,Germany,iPhone
user_645,2024-02-16,Germany,iPhone
user_646,2024-01-21,UK,Android
user_647,2024-03-20,Germany,iPhone
user_648,2024-03-25,UK,iPhone
user_649,2024-03-15,USA,Android
user_650,2024-02-05,UK,iPhone
user_651,2024-01-19,USA,iPhone
user_652,2024-01-20,UK,iPhone
user_653,2024-02-26,Germany,Android
user_654,2024-01-18,Germany,iPhone
user_655,2024-02-16,France,iPhone
user_656,2024-02-18,USA,iPhone
user_657,2024-01-14,France,iPhone
user_658,2024-01-15,UK,iPhone
user_659,2024-01-31,UK,Android
user_660,2024-01-01,India,iPhone
user_661,2024-02-23,USA,Android
user_662,2024-01-03,Germany,iPhone
user_663,2024-01-16,Germany,iPhone
user_664,2024-03-27,UK,iPhone
user_665,2024-02-26,USA,iPhone
user_666,2024-03-15,USA,iPhone
user_667,2024-01-12,India,iPhone
user_668,2024-03-14,UK,iPhone
user_669,2024-01-16,UK,Android
user_670,2024-03-12,UK,iPhone
user_671,2024-03-16,France,Android
user_672,2024-01-24,USA,Android
user_673,2024-01-28,UK,iPhone
user_674,2024-01-08,Germany,iPhone
user_675,2024-02-05,India,iPhone
user_676,2024-03-30,USA,iPhone
user_677,2024-01-08,UK,iPhone
user_678,2024-02-27,UK,Android
user_679,2024-02-29,Germany,iPhone
user_680,2024-02-19,UK,iPhone
user_681,2024-01-28,Germany,Android
user_682,2024-02-10,France,iPhone
user_683,2024-03-04,France,Android
user_684,2024-01-27,UK,iPhone
user_685,2024-03-03,India,iPhone
user_686,2024-01-17,Germany,iPhone
user_687,2024-03-13,Germany,iPhone
user_688,2024-02-02,USA,Android
user_689,2024-03-24,India,iPhone
user_690,2024-03-17,USA,Android
user_691,2024-01-29,USA,iPhone
user_692,2024-01-13,USA,iPhone
user_693,2024-02-15,Germany,iPhone
user_694,2024-02-04,USA,iPhone
user_695,2024-01-06,USA,Android
user_696,2024-03-22,USA,iPhone
user_697,2024-03-09,USA,iPhone
user_698,2024-02-16,Germany,iPhone
user_699,2024-01-25,France,iPhone
user_700,2024-03-06,UK,iPhone
user_701,2024-01-10,UK,iPhone
user_702,2024-02-25,France,Android
user_703,2024-01-30,USA,iPhone
user_704,2024-01-05,UK,iPhone
user_705,2024-02-02,India,iPhone
user_706,2024-03-05,Germany,iPhone
user_707,2024-01-18,USA,Android
user_708,2024-02-18,Germany,iPhone
user_709,2024-01-11,UK,iPhone
user_710,2024-03-25,Germany,Android
user_711,2024-01-26,USA,iPhone
user_712,2024-03-03,USA,iPhone
user_713,2024-03-29,USA,Android
user_714,2024-03-26,India,Android
user_715,2024-02-28,France,Android
user_716,2024-01-27,USA,iPhone
user_717,2024-02-18,USA,iPhone
user_718,2024-03-17,France,iPhone
user_719,2024-02-02,USA,iPhone
user_720,2024-01-01,USA,Android
user_721,2024-01-21,India,iPhone
user_722,2024-02-24,USA,Android
user_723,2024-01-06,France,Android
user_724,2024-03-21,India,iPhone
user_725,2024-03-09,UK,iPhone
user_726,2024-01-05,USA,Android
user_727,2024-01-03,USA,iPhone
user_728,2024-02-22,India,Android
user_729,2024-01-23,India,iPhone
user_730,2024-02-22,France,iPhone
user_731,2024-02-06,USA,iPhone
user_732,2024-03-14,France,Android
user_733,2024-03-14,India,iPhone
user_734,2024-03-23,Germany,Android
user_735,2024-01-17,India,iPhone
user_736,2024-03-25,India,Android
user_737,2024-03-18,France,Android
user_738,2024-03-13,Germany,iPhone
user_739,2024-01-01,UK,iPhone
user_740,2024-02-20,USA,Android
user_741,2024-02-14,Germany,iPhone
user_742,2024-03-17,UK,Android
user_743,2024-01-04,India,iPhone
user_744,2024-03-02,India,Android
user_745,2024-03-05,France,Android
user_746,2024-02-01,USA,Android
user_747,2024-02-03,USA,iPhone
user_748,2024-03-12,USA,iPhone
user_749,2024-02-08,France,iPhone
user_750,2024-01-26,France,iPhone
user_751,2024-02-03,India,iPhone
user_752,2024-02-23,UK,iPhone
user_753,2024-01-03,India,Android
user_754,2024-02-19,India,iPhone
user_755,2024-01-12,UK,iPhone
user_756,2024-03-05,India,Android
user_757,2024-02-23,UK,iPhone
user_758,2024-01-05,USA,iPhone
user_759,2024-02-26,Germany,Android
user_760,2024-01-17,UK,Android
user_761,2024-02-16,Germany,iPhone
user_762,2024-01-23,Germany,iPhone
user_763,2024-03-19,Germany,Android
user_764,2024-03-25,UK,iPhone
user_765,2024-01-14,Germany,iPhone
user_766,2024-03-06,Germany,iPhone
user_767,2024-03-15,Germany,iPhone
user_768,2024-02-20,UK,iPhone
user_769,2024-02-07,USA,iPhone
user_770,2024-03-04,Germany,Android
user_771,2024-02-07,USA,Android
user_772,2024-02-19,Germany,iPhone
user_773,2024-03-22,France,Android
