date,original,trend,seasonal,residual
2025-04-28,31880.0,37414.28571428571,5638.595712253607,-11172.881426539318
2025-04-29,54950.0,42908.57142857143,-3870.84789676895,15912.276468197522
2025-04-30,25570.0,36508.57142857142,-2120.693761430602,-8817.877667140818
2025-05-01,41600.0,38747.142857142855,361.2686445844335,2491.5884982727116
2025-05-02,63620.0,38521.42857142857,181.9294858768542,24916.641942694572
2025-05-03,23500.0,35094.28571428571,1456.749847591953,-13051.035561877663
2025-05-04,30110.0,38300.85714285714,-1647.002032107296,-6543.8551107498415
2025-05-05,30300.0,38576.57142857142,5638.595712253607,-13915.167140825028
2025-05-06,30960.0,35470.857142857145,-3870.84789676895,-640.0092460881951
2025-05-07,48016.0,39126.57142857142,-2120.693761430602,11010.122332859182
2025-05-08,43530.0,40790.85714285714,361.2686445844335,2377.874212558429
2025-05-09,41880.0,46459.142857142855,181.9294858768542,-4761.0723430197095
2025-05-10,49090.0,51841.99999999999,1456.749847591953,-4208.749847591946
2025-05-11,41760.0,51128.28571428571,-1647.002032107296,-7721.283682178414
2025-05-12,69978.0,51186.85714285713,5638.595712253607,13152.547144889262
2025-05-13,68640.0,53973.99999999999,-3870.84789676895,18536.84789676896
2025-05-14,43020.0,52438.0,-2120.693761430602,-7297.3062385693975
2025-05-15,43940.0,54763.71428571429,361.2686445844335,-11184.982930298724
2025-05-16,61390.0,49484.0,181.9294858768542,11724.070514123146
2025-05-17,38338.0,50028.28571428571,1456.749847591953,-13147.035561877663
2025-05-18,58040.0,51070.57142857143,-1647.002032107296,8616.430603535868
2025-05-19,33020.0,50827.428571428565,5638.595712253607,-23446.02428368217
2025-05-20,72450.0,51018.0,-3870.84789676895,25302.84789676895
2025-05-21,50316.0,49192.57142857143,-2120.693761430602,3244.1223328591745
2025-05-22,42238.0,42565.42857142857,361.2686445844335,-688.697216013006
2025-05-23,62724.0,42134.0,181.9294858768542,20408.070514123145
2025-05-24,25560.0,35946.57142857143,1456.749847591953,-11843.32127616338
2025-05-25,11650.0,37086.857142857145,-1647.002032107296,-23789.85511074985
2025-05-26,30000.0,38846.85714285714,5638.595712253607,-14485.452855110745
2025-05-27,29138.0,34170.28571428571,-3870.84789676895,-1161.4378175167603
2025-05-28,58298.0,36271.42857142857,-2120.693761430602,24147.26519000203
2025-05-29,54558.0,41699.71428571428,361.2686445844335,12497.017069701284
2025-05-30,29988.0,41722.57142857143,181.9294858768542,-11916.500914448281
2025-05-31,40268.0,47930.857142857145,1456.749847591953,-9119.606990449098
2025-06-01,49648.0,47846.857142857145,-1647.002032107296,3448.144889250151
2025-06-02,30160.0,48042.857142857145,5638.595712253607,-23521.45285511075
2025-06-03,72596.0,47810.28571428572,-3870.84789676895,28656.562182483234
2025-06-04,57710.0,52610.28571428571,-2120.693761430602,7220.408047144892
2025-06-05,55930.0,50054.85714285714,361.2686445844335,5513.874212558429
2025-06-06,28360.0,52079.142857142855,181.9294858768542,-23901.07234301971
2025-06-07,73868.0,44546.857142857145,1456.749847591953,27864.393009550902
2025-06-08,31760.0,42394.0,-1647.002032107296,-8986.997967892705
2025-06-09,44330.0,41023.428571428565,5638.595712253607,-2332.0242836821726
2025-06-10,19870.0,39129.142857142855,-3870.84789676895,-15388.294960373905
2025-06-11,42640.0,34459.142857142855,-2120.693761430602,10301.550904287747
2025-06-12,46336.0,34575.99999999999,361.2686445844335,11398.731355415573
2025-06-13,15100.0,35990.71428571428,181.9294858768542,-21072.643771591138
2025-06-14,41178.0,39615.0,1456.749847591953,106.25015240804692
2025-06-15,32578.0,35199.28571428571,-1647.002032107296,-974.2836821784142
2025-06-16,54233.0,36734.28571428571,5638.595712253607,11860.118573460682
2025-06-17,45240.0,36888.57142857143,-3870.84789676895,12222.276468197522
2025-06-18,11730.0,38171.71428571428,-2120.693761430602,-24321.020524283682
2025-06-19,57081.0,40124.57142857143,361.2686445844335,16595.15992684414
2025-06-20,16180.0,39481.71428571428,181.9294858768542,-23483.643771591138
2025-06-21,50160.0,39459.428571428565,1456.749847591953,9243.821580979482
2025-06-22,46248.0,44382.85714285714,-1647.002032107296,3512.1448892501585
2025-06-23,49733.0,37944.142857142855,5638.595712253607,6150.2614306035375
2025-06-24,45084.0,40511.28571428571,-3870.84789676895,8443.56218248324
2025-06-25,46194.0,38452.71428571428,-2120.693761430602,9861.97947571632
2025-06-26,12010.0,41157.28571428572,361.2686445844335,-29508.55435887015
2025-06-27,34150.0,45322.857142857145,181.9294858768542,-11354.786628733998
2025-06-28,35750.0,44745.142857142855,1456.749847591953,-10451.892704734808
2025-06-29,65180.0,40912.28571428572,-1647.002032107296,25914.716317821578
2025-06-30,78892.0,43305.142857142855,5638.595712253607,29948.26143060354
2025-07-01,41040.0,51817.0,-3870.84789676895,-6906.15210323105
2025-07-02,19364.0,53366.99999999999,-2120.693761430602,-31882.306238569392
2025-07-03,28760.0,52158.428571428565,361.2686445844335,-23759.697216013
2025-07-04,93733.0,46281.57142857143,181.9294858768542,47269.49908555172
2025-07-05,46600.0,48930.14285714286,1456.749847591953,-3786.892704734815
2025-07-06,56720.0,48029.57142857142,-1647.002032107296,10337.430603535875
2025-07-07,37754.0,52133.85714285714,5638.595712253607,-20018.452855110743
2025-07-08,59580.0,43967.71428571429,-3870.84789676895,19483.13361105466
2025-07-09,13060.0,41588.85714285713,-2120.693761430602,-26408.16338142653
2025-07-10,57490.0,40620.28571428571,361.2686445844335,16508.445641129856
2025-07-11,36570.0,43960.857142857145,181.9294858768542,-7572.786628733999
2025-07-12,29948.0,37460.85714285714,1456.749847591953,-8969.60699044909
2025-07-13,49940.0,45039.14285714286,-1647.002032107296,6547.859174964434
2025-07-14,61138.0,40659.428571428565,5638.595712253607,14839.975716317827
2025-07-15,14080.0,38426.57142857143,-3870.84789676895,-20475.723531802476
2025-07-16,66108.0,41933.857142857145,-2120.693761430602,26294.836618573456
2025-07-17,26832.0,41286.71428571428,361.2686445844335,-14815.982930298716
2025-07-18,20940.0,38014.142857142855,181.9294858768542,-17256.07234301971
2025-07-19,54499.0,38928.428571428565,1456.749847591953,14113.821580979482
2025-07-20,45410.0,38427.142857142855,-1647.002032107296,8629.85917496444
2025-07-21,38230.0,41754.0,5638.595712253607,-9162.595712253607
2025-07-22,20480.0,44060.57142857143,-3870.84789676895,-19709.723531802476
2025-07-23,62599.0,41250.42857142857,-2120.693761430602,23469.26519000203
2025-07-24,50120.0,39444.428571428565,361.2686445844335,10314.302783987001
2025-07-25,37086.0,41363.0,181.9294858768542,-4458.929485876854
2025-07-26,34828.0,41548.71428571428,1456.749847591953,-8177.464133306235
2025-07-27,32768.0,36024.57142857143,-1647.002032107296,-1609.5693964641316
2025-07-28,51660.0,34867.71428571428,5638.595712253607,11153.69000203211
2025-07-29,21780.0,34511.142857142855,-3870.84789676895,-8860.294960373905
2025-07-30,23930.0,37598.85714285714,-2120.693761430602,-11548.163381426535
2025-07-31,42022.0,40542.0,361.2686445844335,1118.7313554155664
2025-08-01,34590.0,42799.142857142855,181.9294858768542,-8391.072343019709
2025-08-02,56442.0,49074.857142857145,1456.749847591953,5910.393009550902
2025-08-03,53370.0,50691.71428571428,-1647.002032107296,4325.287746393014
2025-08-04,67460.0,50842.0,5638.595712253607,10979.404287746393
2025-08-05,65710.0,51414.857142857145,-3870.84789676895,18165.990753911807
2025-08-06,35248.0,48295.42857142857,-2120.693761430602,-10926.73480999797
2025-08-07,43074.0,50425.428571428565,361.2686445844335,-7712.697216012999
2025-08-08,38600.0,46303.99999999999,181.9294858768542,-7885.929485876847
2025-08-09,34606.0,40472.57142857142,1456.749847591953,-7323.321276163373
2025-08-10,68280.0,37098.28571428571,-1647.002032107296,32828.716317821585
2025-08-11,38610.0,40426.0,5638.595712253607,-7454.595712253607
2025-08-12,24890.0,40594.571428571435,-3870.84789676895,-11833.723531802485
2025-08-13,11628.0,43555.142857142855,-2120.693761430602,-29806.449095712254
2025-08-14,66368.0,38815.142857142855,361.2686445844335,27191.58849827271
2025-08-15,39780.0,39570.85714285714,181.9294858768542,27.213371266008153
2025-08-16,55330.0,37326.57142857143,1456.749847591953,16546.67872383662
2025-08-17,35100.0,37655.42857142857,-1647.002032107296,-908.4265393212766
2025-08-18,43900.0,35413.99999999999,5638.595712253607,2847.4042877464
2025-08-19,9180.0,37217.142857142855,-3870.84789676895,-24166.294960373903
2025-08-20,13930.0,38774.28571428571,-2120.693761430602,-22723.59195285511
2025-08-21,50678.0,38728.57142857143,361.2686445844335,11588.159926844139
2025-08-22,52402.0,36241.142857142855,181.9294858768542,15978.927656980291
2025-08-23,66230.0,39570.85714285714,1456.749847591953,25202.39300955091
2025-08-24,34780.0,43462.28571428571,-1647.002032107296,-7035.283682178414
2025-08-25,26488.0,46323.71428571428,5638.595712253607,-25474.30999796789
2025-08-26,32488.0,44680.57142857143,-3870.84789676895,-8321.723531802478
2025-08-27,41170.0,40713.71428571428,-2120.693761430602,2576.9794757163195
2025-08-28,70708.0,45486.57142857143,361.2686445844335,24860.15992684414
2025-08-29,40900.0,49516.85714285713,181.9294858768542,-8798.786628733984
2025-08-30,38462.0,48533.714285714275,1456.749847591953,-11528.464133306228
2025-08-31,68190.0,49986.57142857142,-1647.002032107296,19850.430603535875
2025-09-01,54700.0,45383.428571428565,5638.595712253607,3677.9757163178274
2025-09-02,25606.0,43682.0,-3870.84789676895,-14205.15210323105
2025-09-03,51340.0,44264.57142857143,-2120.693761430602,9196.122332859175
2025-09-04,38486.0,37464.57142857143,361.2686445844335,660.1599268441389
2025-09-05,28990.0,42687.42857142857,181.9294858768542,-13879.358057305426
2025-09-06,42540.0,45202.28571428572,1456.749847591953,-4119.03556187767
2025-09-07,20590.0,43809.42857142857,-1647.002032107296,-21572.426539321277
2025-09-08,91260.0,43187.14285714285,5638.595712253607,42434.26143060355
2025-09-09,43210.0,45036.85714285713,-3870.84789676895,2043.9907539118194
2025-09-10,41590.0,44911.14285714285,-2120.693761430602,-1200.4490957122457
2025-09-11,34130.0,49461.14285714286,361.2686445844335,-15692.411501727296
2025-09-12,41938.0,46286.28571428571,181.9294858768542,-4530.2152001625645
2025-09-13,41660.0,46397.714285714275,1456.749847591953,-6194.464133306228
2025-09-14,52440.0,48620.57142857142,-1647.002032107296,5466.430603535876
2025-09-15,69036.0,53274.857142857145,5638.595712253607,10122.547144889248
2025-09-16,43990.0,52255.142857142855,-3870.84789676895,-4394.294960373905
2025-09-17,57150.0,57244.85714285714,-2120.693761430602,2025.8366185734644
2025-09-18,66710.0,55786.28571428572,361.2686445844335,10562.445641129849
2025-09-19,34800.0,55205.142857142855,181.9294858768542,-20587.07234301971
2025-09-20,76588.0,51535.14285714286,1456.749847591953,23596.107295265185
2025-09-21,42230.0,49620.0,-1647.002032107296,-5742.997967892704
2025-09-22,64968.0,46652.57142857143,5638.595712253607,12676.832859174965
2025-09-23,18300.0,48408.28571428571,-3870.84789676895,-26237.43781751676
2025-09-24,43744.0,44302.85714285714,-2120.693761430602,1561.8366185734644
2025-09-25,45938.0,44104.28571428571,361.2686445844335,1472.4456411298563
2025-09-26,47090.0,,181.9294858768542,
2025-09-27,47850.0,,1456.749847591953,
2025-09-28,40840.0,,-1647.002032107296,
