sku,cv,xyz_class
EEE_Purple_1098,1.909090909090909,Z
EEE_Purple_1729,1.3867264981325038,Z
EEE_Purple_3010,1.6770509831248424,Z
EEE_Purple_3803,1.0714285714285714,Z
EEE_Purple_5001,1.4279574573494829,Z
EEE_Purple_6829,1.824828759089466,Z
EEE_Purple_9330,1.824828759089466,Z
EEE_Purple_9678,1.6770509831248424,Z
EEE_Red_1730,1.7928429140015907,Z
EEE_Red_3557,1.352081728298996,Z
EEE_Red_4134,1.382931668593933,Z
EEE_Red_4358,1.984313483298443,Z
EEE_Red_7366,1.5811388300841898,Z
EEE_Red_8950,1.522333734763833,Z
EEE_Red_9020,1.6736249305514261,Z
EEE_Titanium_2576,1.8395078315951796,Z
EEE_Titanium_3108,1.6500000000000001,Z
EEE_Titanium_6892,1.7984368212422701,Z
EEE_Titanium_7662,1.9485571585149875,Z
EEE_White_2537,1.3125000000000002,Z
EEE_White_3357,1.3125000000000002,Z
EEE_White_9532,1.5811388300841898,Z
FFF_Black_3829,1.877294514421632,Z
FFF_Blue_2457,1.5347536447260846,Z
FFF_Blue_4146,1.5347536447260846,Z
FFF_Blue_7386,1.4414597193293262,Z
FFF_Blue_7389,1.4387494569938157,Z
FFF_Blue_9955,2.210592397978424,Z
FFF_Clear_1236,1.5223337347638328,Z
FFF_Clear_2774,1.0714285714285714,Z
FFF_Clear_3735,1.902917168454791,Z
FFF_Clear_4303,1.0,Z
FFF_Clear_6850,1.5811388300841898,Z
FFF_Clear_7187,1.984313483298443,Z
FFF_Clear_9481,1.65860681371445,Z
FFF_Green_1065,1.7320508075688772,Z
FFF_Green_1588,1.3829316685939328,Z
FFF_Green_1597,1.5347536447260846,Z
FFF_Green_5531,1.299038105676658,Z
FFF_Green_6760,1.1423659658795862,Z
FFF_Pink_7016,1.2046507510281403,Z
FFF_Purple_2135,1.5523412362008124,Z
FFF_Purple_3751,1.5452362609131383,Z
FFF_Purple_4867,1.5,Z
FFF_Purple_6937,1.8493242008906927,Z
FFF_Purple_7037,1.522333734763833,Z
FFF_Purple_8560,1.4142135623730951,Z
FFF_Purple_9236,1.984313483298443,Z
FFF_Purple_9422,0.9486832980505138,Z
FFF_Red_3712,1.1186042688118447,Z
FFF_Red_4364,1.0714285714285714,Z
FFF_Red_8076,1.1858541225631425,Z
FFF_Titanium_1292,1.4051653980647145,Z
FFF_Titanium_1822,1.3490532229448733,Z
FFF_Titanium_1848,1.1171601832324676,Z
FFF_Titanium_2565,1.5874507866387544,Z
FFF_Titanium_4702,1.984313483298443,Z
FFF_White_2222,1.6770509831248424,Z
FFF_White_7199,1.5874507866387544,Z
FFF_White_7505,1.4523687548277815,Z
FFF_White_8621,1.7248787237282068,Z
GGG_Black_4469,1.5874507866387544,Z
GGG_Black_4596,1.307669683062202,Z
GGG_Black_5712,1.21875,Z
GGG_Blue_2566,1.7928429140015907,Z
GGG_Blue_2701,1.7286645857424165,Z
GGG_Blue_3878,1.6345871038277526,Z
GGG_Blue_5870,1.0738365797457265,Z
GGG_Blue_6871,1.0606601717798214,Z
GGG_Blue_7759,1.2,Z
GGG_Blue_8476,1.2046507510281403,Z
GGG_Blue_9644,1.2533977489846402,Z
GGG_Clear_8073,1.5811388300841898,Z
GGG_Clear_8444,0.9749999999999999,Z
GGG_Clear_9401,1.8027756377319946,Z
GGG_Green_2022,1.7286645857424165,Z
GGG_Green_3846,1.6345871038277526,Z
GGG_Green_8385,1.2278029157808674,Z
GGG_Green_9259,1.7928429140015907,Z
GGG_Green_9626,1.3679084287289685,Z
GGG_Pink_1622,1.4039495646800455,Z
GGG_Pink_1893,1.2278029157808674,Z
GGG_Pink_3942,1.352081728298996,Z
GGG_Pink_4591,1.7346111205814894,Z
GGG_Pink_5430,1.3679084287289685,Z
GGG_Pink_5720,1.984313483298443,Z
GGG_Pink_7385,1.5452362609131383,Z
GGG_Purple_1694,1.6345871038277526,Z
GGG_Purple_2856,1.6345871038277526,Z
GGG_Purple_5307,1.7346111205814894,Z
GGG_Purple_5633,2.1104695289563082,Z
GGG_Purple_7302,1.7042114700628783,Z
GGG_Red_1294,1.6102091284985316,Z
GGG_Red_6138,1.7684739183827394,Z
GGG_Red_7442,1.824828759089466,Z
GGG_Titanium_3952,1.3829316685939332,Z
GGG_Titanium_4026,1.5461646096066228,Z
GGG_Titanium_8096,1.7928429140015907,Z
GGG_White_4695,1.824828759089466,Z
GGG_White_8463,1.6736249305514261,Z
GGG_White_9632,1.5811388300841898,Z
HHH_Black_4225,1.5811388300841898,Z
HHH_Black_6852,1.5,Z
HHH_Black_6946,1.5,Z
HHH_Black_7583,1.7928429140015907,Z
HHH_Black_7735,1.290170847727746,Z
HHH_Black_7854,1.7286645857424165,Z
HHH_Black_8961,1.6345871038277526,Z
HHH_Black_9412,1.6345871038277526,Z
HHH_Black_9830,1.7928429140015907,Z
HHH_Blue_2524,1.6736249305514261,Z
HHH_Blue_4428,1.0220777158038703,Z
HHH_Blue_6949,1.5874507866387544,Z
HHH_Clear_2252,1.7684739183827394,Z
HHH_Clear_2518,1.2792042981336624,Z
HHH_Clear_2719,1.7286645857424165,Z
HHH_Clear_5825,0.7261843774138907,Z
HHH_Green_1705,1.307669683062202,Z
HHH_Green_6711,1.0392304845413263,Z
HHH_Green_9565,1.864744681524183,Z
HHH_Pink_2327,1.037346112212187,Z
HHH_Pink_5740,1.4051653980647145,Z
HHH_Pink_7554,1.0,Z
HHH_Pink_9568,1.5874507866387544,Z
HHH_Purple_1302,1.6770509831248424,Z
HHH_Purple_2504,1.307669683062202,Z
HHH_Purple_2910,1.3456042834258386,Z
HHH_Purple_3039,1.7320508075688772,Z
HHH_Purple_5299,1.2533977489846402,Z
HHH_Purple_7702,1.5,Z
HHH_Purple_9148,1.518481189862733,Z
HHH_Red_1115,1.9364916731037085,Z
HHH_Red_3772,2.210592397978424,Z
HHH_Red_4713,1.3228756555322954,Z
HHH_Red_6449,1.4051653980647145,Z
HHH_Red_7905,1.7286645857424165,Z
HHH_Red_8358,1.5223337347638328,Z
HHH_Titanium_2358,1.6345871038277526,Z
HHH_Titanium_2410,1.824828759089466,Z
HHH_Titanium_2914,1.8248287590894656,Z
HHH_Titanium_5260,1.6345871038277526,Z
HHH_Titanium_9363,1.0060371397933572,Z
HHH_White_4631,1.824828759089466,Z
HHH_White_5225,1.6345871038277526,Z
AAA_Black_1398,1.0,Z
AAA_Black_1627,1.0,Z
AAA_Black_2294,1.0,Z
AAA_Black_2397,1.0,Z
AAA_Black_2871,1.0,Z
AAA_Black_3015,1.0,Z
AAA_Black_7343,1.0,Z
AAA_Black_7840,1.0,Z
AAA_Black_9206,1.0,Z
AAA_Black_9762,1.0,Z
AAA_Blue_2952,1.0,Z
AAA_Blue_3186,1.0,Z
AAA_Blue_6496,1.0,Z
AAA_Blue_6809,1.0,Z
AAA_Blue_9137,1.0,Z
AAA_Blue_9288,1.0,Z
AAA_Blue_9495,1.0,Z
AAA_Clear_3473,1.0,Z
AAA_Clear_9841,1.0,Z
AAA_Clear_9962,1.0,Z
AAA_Green_3407,1.0,Z
AAA_Green_5116,1.0,Z
AAA_Green_8877,1.0,Z
AAA_Green_9617,1.0,Z
AAA_Green_9915,1.0,Z
AAA_Pink_1762,1.0,Z
AAA_Pink_2206,1.0,Z
AAA_Pink_2773,1.0,Z
AAA_Pink_4756,1.0,Z
AAA_Pink_4930,1.0,Z
AAA_Pink_5172,1.0,Z
AAA_Pink_5462,1.0,Z
AAA_Pink_6484,1.0,Z
AAA_Pink_6723,1.0,Z
AAA_Pink_8879,1.0,Z
AAA_Purple_1560,1.0,Z
AAA_Purple_1838,1.0,Z
AAA_Purple_2792,1.0,Z
AAA_Purple_3253,1.0,Z
AAA_Purple_3401,1.0,Z
AAA_Purple_5605,1.0,Z
AAA_Purple_5672,1.0,Z
AAA_Purple_7596,1.0,Z
AAA_Purple_8747,1.0,Z
AAA_Red_6276,1.0,Z
AAA_Red_7044,1.0,Z
AAA_Red_8375,1.0,Z
AAA_Red_9393,1.0,Z
AAA_Red_9681,1.0,Z
AAA_Titanium_1777,1.0,Z
AAA_Titanium_6208,1.0,Z
AAA_Titanium_6370,1.0,Z
AAA_Titanium_7478,1.0,Z
AAA_Titanium_7555,1.0,Z
AAA_Titanium_8916,1.0,Z
AAA_Titanium_9014,1.0,Z
AAA_White_3056,1.0,Z
AAA_White_3239,1.0,Z
AAA_White_4047,1.0,Z
AAA_White_4614,1.0,Z
AAA_White_5001,1.0,Z
AAA_White_5438,1.0,Z
AAA_White_5914,1.0,Z
AAA_White_6767,1.0,Z
AAA_White_7977,1.0,Z
AAA_White_8136,1.0,Z
AAA_White_9755,1.0,Z
BBB_Black_2129,1.0,Z
BBB_Black_3665,1.0,Z
BBB_Black_4746,1.0,Z
BBB_Black_4989,1.0,Z
BBB_Black_5404,1.0,Z
BBB_Black_6019,1.0,Z
BBB_Black_7878,1.0,Z
BBB_Black_9217,1.0,Z
BBB_Blue_2694,1.0,Z
BBB_Blue_5229,1.0,Z
BBB_Blue_6933,1.0,Z
BBB_Blue_7291,1.0,Z
BBB_Blue_8050,1.0,Z
BBB_Blue_9621,1.0,Z
BBB_Clear_1364,1.0,Z
BBB_Clear_1569,1.0,Z
BBB_Clear_1709,1.0,Z
BBB_Clear_1809,1.0,Z
BBB_Clear_2976,1.0,Z
BBB_Clear_3805,1.0,Z
BBB_Clear_6493,1.0,Z
BBB_Clear_9485,1.0,Z
BBB_Green_3184,1.0,Z
BBB_Green_4467,1.0,Z
BBB_Green_5708,1.0,Z
BBB_Green_6494,1.0,Z
BBB_Green_6613,1.0,Z
BBB_Green_7079,1.0,Z
BBB_Pink_2708,1.0,Z
BBB_Pink_3494,1.0,Z
BBB_Pink_3586,1.0,Z
BBB_Pink_4023,1.0,Z
BBB_Pink_6613,1.0,Z
BBB_Pink_6893,1.0,Z
BBB_Pink_7223,1.0,Z
BBB_Pink_8845,1.0,Z
BBB_Pink_9025,1.0,Z
BBB_Pink_9074,1.0,Z
BBB_Pink_9156,1.0,Z
BBB_Purple_1296,1.0,Z
BBB_Purple_2912,1.0,Z
BBB_Purple_6571,1.0,Z
BBB_Purple_8018,1.0,Z
BBB_Purple_8101,1.0,Z
BBB_Purple_8946,1.0,Z
BBB_Red_2622,1.0,Z
BBB_Red_3217,1.0,Z
BBB_Red_3847,1.0,Z
BBB_Red_4497,1.0,Z
BBB_Red_4612,1.0,Z
BBB_Red_5004,1.0,Z
BBB_Red_5304,1.0,Z
BBB_Red_9074,1.0,Z
BBB_Titanium_2456,1.0,Z
BBB_Titanium_3592,1.0,Z
BBB_Titanium_4146,1.0,Z
BBB_Titanium_6217,1.0,Z
BBB_Titanium_7452,1.0,Z
BBB_Titanium_8654,1.0,Z
BBB_Titanium_9028,1.0,Z
BBB_White_3471,1.0,Z
BBB_White_3695,1.0,Z
BBB_White_6972,1.0,Z
BBB_White_7075,1.0,Z
CCC_Black_1285,1.0,Z
CCC_Black_9304,1.0,Z
CCC_Black_9622,1.0,Z
CCC_Blue_1631,1.0,Z
CCC_Blue_5038,1.0,Z
CCC_Blue_5856,1.0,Z
CCC_Blue_5972,1.0,Z
CCC_Blue_6685,1.0,Z
CCC_Blue_6920,1.0,Z
CCC_Blue_7273,1.0,Z
CCC_Blue_8287,1.0,Z
CCC_Clear_1118,1.0,Z
CCC_Clear_3162,1.0,Z
CCC_Clear_4137,1.0,Z
CCC_Clear_4340,1.0,Z
CCC_Clear_6860,1.0,Z
CCC_Clear_7128,1.0,Z
CCC_Green_2906,1.0,Z
CCC_Green_2957,1.0,Z
CCC_Green_3365,1.0,Z
CCC_Green_3664,1.0,Z
CCC_Green_3835,1.0,Z
CCC_Green_4282,1.0,Z
CCC_Green_5247,1.0,Z
CCC_Green_5342,1.0,Z
CCC_Green_5742,1.0,Z
CCC_Green_8093,1.0,Z
CCC_Green_8669,1.0,Z
CCC_Green_8797,1.0,Z
CCC_Green_9087,1.0,Z
CCC_Pink_4994,1.0,Z
CCC_Pink_5146,1.0,Z
CCC_Pink_6473,1.0,Z
CCC_Pink_7762,1.0,Z
CCC_Pink_8696,1.0,Z
CCC_Pink_9065,1.0,Z
CCC_Purple_3517,1.0,Z
CCC_Purple_8000,1.0,Z
CCC_Purple_9225,1.0,Z
CCC_Red_1845,1.0,Z
CCC_Red_2568,1.0,Z
CCC_Red_3462,1.0,Z
CCC_Red_5645,1.0,Z
CCC_Red_8685,1.0,Z
CCC_Red_9477,1.0,Z
CCC_Titanium_1713,1.0,Z
CCC_Titanium_2771,1.0,Z
CCC_Titanium_4186,1.0,Z
CCC_Titanium_4802,1.0,Z
CCC_Titanium_5561,1.0,Z
CCC_Titanium_5935,1.0,Z
CCC_Titanium_7137,1.0,Z
CCC_Titanium_7564,1.0,Z
CCC_Titanium_7873,1.0,Z
CCC_Titanium_8246,1.0,Z
CCC_Titanium_8586,1.0,Z
CCC_Titanium_9375,1.0,Z
CCC_Titanium_9741,1.0,Z
CCC_White_3332,1.0,Z
CCC_White_6006,1.0,Z
CCC_White_6197,1.0,Z
CCC_White_6356,1.0,Z
CCC_White_6545,1.0,Z
CCC_White_7349,1.0,Z
CCC_White_7695,1.0,Z
CCC_White_9014,1.0,Z
DDD_Black_1495,1.0,Z
DDD_Black_1765,1.0,Z
DDD_Blue_1270,1.0,Z
DDD_Blue_1722,1.0,Z
DDD_Blue_3072,1.0,Z
DDD_Blue_3167,1.0,Z
DDD_Blue_4643,1.0,Z
DDD_Blue_4861,1.0,Z
DDD_Blue_6449,1.0,Z
DDD_Blue_6662,1.0,Z
DDD_Blue_8330,1.0,Z
DDD_Blue_8362,1.0,Z
DDD_Clear_2056,1.0,Z
DDD_Clear_5170,1.0,Z
DDD_Clear_5853,1.0,Z
DDD_Clear_6069,1.0,Z
DDD_Clear_7450,1.0,Z
DDD_Clear_8430,1.0,Z
DDD_Green_2563,1.0,Z
DDD_Green_2659,1.0,Z
DDD_Green_2791,1.0,Z
DDD_Green_4790,1.0,Z
DDD_Green_9674,1.0,Z
DDD_Green_9844,1.0,Z
DDD_Pink_2219,1.0,Z
DDD_Pink_4647,1.0,Z
DDD_Pink_4683,1.0,Z
DDD_Pink_5120,1.0,Z
DDD_Pink_5595,1.0,Z
DDD_Pink_7994,1.0,Z
DDD_Purple_2787,1.0,Z
DDD_Purple_3677,1.0,Z
DDD_Purple_3766,1.0,Z
DDD_Purple_9858,1.0,Z
DDD_Red_1755,1.0,Z
DDD_Red_2803,1.0,Z
DDD_Red_2976,1.0,Z
DDD_Red_4608,1.0,Z
DDD_Titanium_1016,1.0,Z
DDD_Titanium_6779,1.0,Z
DDD_Titanium_7638,1.0,Z
DDD_Titanium_8491,1.0,Z
DDD_White_2968,1.0,Z
DDD_White_3168,1.0,Z
DDD_White_9097,1.0,Z
EEE_Black_2069,1.0,Z
EEE_Black_2185,1.0,Z
EEE_Black_2283,1.0,Z
EEE_Black_2399,1.0,Z
EEE_Black_2674,1.0,Z
EEE_Black_4149,1.0,Z
EEE_Black_4500,1.0,Z
EEE_Black_5363,1.0,Z
EEE_Black_6295,1.0,Z
EEE_Black_8254,1.0,Z
EEE_Black_9568,1.0,Z
EEE_Blue_2638,1.0,Z
EEE_Blue_2822,1.0,Z
EEE_Blue_2874,1.0,Z
EEE_Blue_6146,1.0,Z
EEE_Blue_8087,1.0,Z
EEE_Blue_8678,1.0,Z
EEE_Clear_2483,1.0,Z
EEE_Clear_3113,1.0,Z
EEE_Clear_3126,1.0,Z
EEE_Clear_4786,1.0,Z
EEE_Clear_5090,1.0,Z
EEE_Clear_8006,1.0,Z
EEE_Clear_8396,1.0,Z
EEE_Green_1339,1.0,Z
EEE_Green_2359,1.0,Z
EEE_Green_4071,1.0,Z
EEE_Green_5799,1.0,Z
EEE_Green_6626,1.0,Z
EEE_Green_6861,1.0,Z
EEE_Green_7533,1.0,Z
EEE_Green_7826,1.0,Z
EEE_Green_9886,1.0,Z
EEE_Pink_1004,1.0,Z
EEE_Pink_1140,1.0,Z
EEE_Pink_1768,1.0,Z
EEE_Pink_4192,1.0,Z
EEE_Pink_4898,1.0,Z
EEE_Pink_6948,1.0,Z
EEE_Pink_7010,1.0,Z
EEE_Pink_8352,1.0,Z
EEE_Purple_2309,1.0,Z
EEE_Purple_4363,1.0,Z
EEE_Purple_4483,1.0,Z
EEE_Purple_4956,1.0,Z
EEE_Purple_6689,1.0,Z
EEE_Purple_7709,1.0,Z
EEE_Purple_8672,1.0,Z
EEE_Purple_9341,1.0,Z
EEE_Red_3383,1.0,Z
EEE_Red_5832,1.0,Z
EEE_Red_9650,1.0,Z
EEE_Titanium_3814,1.0,Z
EEE_Titanium_5854,1.0,Z
EEE_Titanium_6804,1.0,Z
EEE_Titanium_7354,1.0,Z
EEE_Titanium_7841,1.0,Z
EEE_White_1885,1.0,Z
EEE_White_3455,1.0,Z
EEE_White_4091,1.0,Z
EEE_White_5636,1.0,Z
EEE_White_7896,1.0,Z
EEE_White_7899,1.0,Z
FFF_Black_2193,1.0,Z
FFF_Black_2376,1.0,Z
FFF_Black_3652,1.0,Z
FFF_Black_4039,1.0,Z
FFF_Black_7791,1.0,Z
FFF_Black_8837,1.0,Z
FFF_Blue_2194,1.0,Z
FFF_Blue_3236,1.0,Z
FFF_Blue_3894,1.0,Z
FFF_Blue_4443,1.0,Z
FFF_Blue_7743,1.0,Z
FFF_Blue_9107,1.0,Z
FFF_Clear_1289,1.0,Z
FFF_Clear_3563,1.0,Z
FFF_Clear_6174,1.0,Z
FFF_Clear_7965,1.0,Z
FFF_Clear_8370,1.0,Z
FFF_Clear_9181,1.0,Z
FFF_Clear_9409,1.0,Z
FFF_Clear_9868,1.0,Z
FFF_Green_2714,1.0,Z
FFF_Green_3427,1.0,Z
FFF_Green_4430,1.0,Z
FFF_Green_5405,1.0,Z
FFF_Green_7357,1.0,Z
FFF_Green_9000,1.0,Z
FFF_Green_9068,1.0,Z
FFF_Green_9071,1.0,Z
FFF_Green_9273,1.0,Z
FFF_Pink_3549,1.0,Z
FFF_Pink_5900,1.0,Z
FFF_Pink_6385,1.0,Z
FFF_Pink_8619,1.0,Z
FFF_Purple_2971,1.0,Z
FFF_Purple_3823,1.0,Z
FFF_Purple_3886,1.0,Z
FFF_Purple_6666,1.0,Z
FFF_Purple_7592,1.0,Z
FFF_Purple_8028,1.0,Z
FFF_Purple_9353,1.0,Z
FFF_Red_1714,1.0,Z
FFF_Red_4458,1.0,Z
FFF_Red_4784,1.0,Z
FFF_Red_5929,1.0,Z
FFF_Red_7430,1.0,Z
FFF_Red_8901,1.0,Z
