sku,revenue,profit,quantity,order_id,cumulative_sum,cumulative_percent,percent_contribution,abc_class,Бренд,Категория,Тип,current_price,cv,xyz_class,abc_xyz_class
HHH_Pink_5159,39920,55300.2,10,4,1420840,0.1213281195362575,0.0034088416231858615,A,KZDOO,Чехлы,Чехол для смартфона,9980.0,1.0,Z,AZ
AAA_Titanium_1682,39480,63711.2,16,6,1460320,0.12469938875678299,0.003371269220525496,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.4553913777743774,Z,AZ
FFF_Green_6760,39140,36961.6,10,5,1499460,0.12804162475707093,0.0033422360002879413,A,KZDOO,Чехлы,Чехол для смартфона,7828.0,1.1423659658795862,Z,AZ
HHH_Red_1115,39140,31578.96,9,5,1538600,0.1313838607573589,0.0033422360002879413,A,K-DOO,Чехлы,Чехол для смартфона,7828.0,1.9364916731037085,Z,AZ
AAA_Blue_3988,37900,68554.59999999999,15,5,1576500,0.13462021089560397,0.003236350138245094,A,KEEPHONE,Чехлы,Чехол для смартфона,7580.0,1.6431676725154982,Z,AZ
CCC_Pink_7226,37200,44159.0,14,6,1613700,0.1377967867568894,0.003176575861285422,A,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,6200.0,1.2074386788840692,Z,AZ
FFF_Clear_2774,36900,60651.0,14,5,1650600,0.14094774507090638,0.003150958314016991,A,K-DOO,Чехлы,Чехол для смартфона,7380.0,1.0714285714285714,Z,AZ
CCC_Blue_3895,36720,25288.4,7,4,1687320,0.1440833328565623,0.0031355877856559327,A,KZDOO,Чехлы,Чехол для смартфона,9180.0,1.4051653980647145,Z,AZ
DDD_Blue_3042,36500,63261.0,15,5,1723820,0.14720013444088806,0.00311680158432575,A,KZDOO,Чехлы,Чехол для смартфона,7300.0,1.8493242008906927,Z,AZ
AAA_Green_5033,36500,54487.0,13,5,1760320,0.15031693602521382,0.00311680158432575,A,KZDOO,Чехлы,Чехол для смартфона,7300.0,1.699721522614181,Z,AZ
CCC_Blue_6413,35970,44338.0,7,3,1796290,0.15338847994269866,0.0030715439174848554,A,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,1.7928429140015907,Z,AZ
FFF_Titanium_1848,35940,53117.100000000006,16,6,1832230,0.1564574621054567,0.0030689821627580124,A,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,1.1171601832324676,Z,AZ
CCC_Purple_9600,35940,41982.8,14,6,1868170,0.1595264442682147,0.0030689821627580124,A,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,1.511435997821345,Z,AZ
DDD_Green_9078,35900,38913.8,11,5,1904070,0.16259201075800359,0.0030655664897888883,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,2.1560984046602583,Z,AZ
FFF_Purple_2135,35900,53495.6,13,5,1939970,0.16565757724779248,0.0030655664897888883,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,1.5523412362008124,Z,AZ
BBB_Green_4107,35900,66561.4,15,5,1975870,0.16872314373758135,0.0030655664897888883,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,1.3416407864998738,Z,AZ
FFF_Blue_7389,35900,64355.2,15,5,2011770,0.17178871022737024,0.0030655664897888883,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,1.4387494569938157,Z,AZ
DDD_Black_2968,35868,14683.92,10,7,2047638,0.17485154417878385,0.003062833951413589,A,KZDOO,Чехлы,Чехол для смартфона,5124.0,0.8351646544245033,Z,AZ
EEE_Titanium_7662,34950,43656.7,12,5,2082588,0.17783598843555604,0.002984444256772191,A,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,1.9485571585149875,Z,AZ
BBB_Red_7058,34900,50889.399999999994,13,5,2117488,0.1808161631011168,0.0029801746655607857,A,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,1.2046507510281403,Z,AZ
HHH_Green_6711,33480,45396.0,15,6,2150968,0.1836750813762737,0.0028589182751568797,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.0392304845413263,Z,AZ
EEE_Purple_1729,33480,54975.4,17,6,2184448,0.18653399965143058,0.0028589182751568797,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.3867264981325038,Z,AZ
DDD_Green_6347,33300,39955.0,7,3,2217748,0.1893775473982264,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.7928429140015907,Z,AZ
GGG_Titanium_8096,33300,42826.0,7,3,2251048,0.19222109514502222,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.7928429140015907,Z,AZ
DDD_Clear_9288,33300,22084.0,5,3,2284348,0.19506464289181805,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.5874507866387544,Z,AZ
BBB_Pink_3387,33300,21236.0,5,3,2317648,0.19790819063861387,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.5874507866387544,Z,AZ
HHH_Purple_9148,33300,78412.0,11,3,2350948,0.2007517383854097,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.518481189862733,Z,AZ
AAA_Clear_1693,33300,14497.0,4,3,2384248,0.2035952861322055,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.6345871038277526,Z,AZ
EEE_Purple_9330,33300,21073.0,5,3,2417548,0.20643883387900133,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.824828759089466,Z,AZ
DDD_White_7187,33300,42448.0,7,3,2450848,0.20928238162579715,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.6736249305514261,Z,AZ
EEE_Black_1662,33300,60190.0,9,3,2484148,0.21212592937259298,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.5,Z,AZ
AAA_Green_1908,33300,50228.0,8,3,2517448,0.2149694771193888,0.002843547746795821,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.7286645857424165,Z,AZ
BBB_Titanium_6310,33000,46745.0,15,6,2550448,0.2177874073189162,0.0028179301995273904,A,KZDOO,Чехлы,Чехол для смартфона,5500.0,1.2727922061357855,Z,AZ
HHH_White_1139,33000,78725.0,11,3,2583448,0.22060533751844358,0.0028179301995273904,A,KZDOO,Чехлы,Чехол для смартфона,11000.0,1.0,Z,AZ
DDD_Clear_1598,32900,25294.6,9,5,2616348,0.22341472853554814,0.00280939101710458,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.224744871391589,Z,AZ
GGG_Clear_8444,32900,52190.0,20,7,2649248,0.22622411955265273,0.00280939101710458,A,KZDOO,Чехлы,Чехол для смартфона,4700.0,0.9749999999999999,Z,AZ
FFF_Purple_8560,32900,23346.2,9,5,2682148,0.22903351056975732,0.00280939101710458,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.4142135623730951,Z,AZ
AAA_Red_7992,32900,85266.0,20,5,2715048,0.23184290158686188,0.00280939101710458,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.307669683062202,Z,AZ
GGG_Blue_9644,32800,64310.0,13,4,2747848,0.23464375342154364,0.00280085183468177,A,KZDOO,Чехлы,Чехол для смартфона,8200.0,1.2533977489846402,Z,AZ
BBB_Titanium_5322,32640,50308.6,8,3,2780488,0.23743094256434893,0.0027871891428052735,A,KZDOO,Чехлы,Чехол для смартфона,10880.0,1.7286645857424165,Z,AZ
BBB_Green_9675,31800,48292.0,16,6,2812288,0.2401464025748026,0.0027154600104536673,A,KZDOO,Чехлы,Чехол для смартфона,5300.0,1.6102091284985316,Z,AZ
CCC_Red_7696,31312,37579.84,9,4,2843600,0.24282019137503294,0.002673788800230353,A,KZDOO,Чехлы,Чехол для смартфона,7828.0,1.4142135623730951,Z,AZ
EEE_Green_9795,31200,31600.0,6,3,2874800,0.24548441629094975,0.0026642249159168053,A,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,10400.0,1.6770509831248424,Z,AZ
EEE_Titanium_2576,31080,46201.2,16,6,2905880,0.2481383941879592,0.002653977897009433,A,Raigor,Чехлы,Чехол для смартфона,5180.0,1.8395078315951796,Z,AZ
CCC_Titanium_7564,30600,29538.0,6,3,2936480,0.2507513840093391,0.0026129898213799437,A,Неизвестно,Чехлы,Неизвестно,10200.0,1.0,Z,AZ
CCC_White_6266,30600,50353.0,17,6,2967080,0.2533643738307191,0.0026129898213799437,A,KZDOO,Чехлы,Чехол для наушников,5100.0,1.254059153254579,Z,AZ
HHH_Pink_7554,30600,56644.0,18,6,2997680,0.255977363652099,0.0026129898213799437,A,KZDOO,Чехлы,Чехол для наушников,5100.0,1.0,Z,AZ
CCC_Red_6375,30250,51589.0,15,5,3027930,0.25856046633499913,0.002583102682900108,A,KZDOO,Чехлы,Чехол для смартфона,6050.0,1.74928556845359,Z,AZ
DDD_White_5998,30088,56673.380000000005,12,4,3058018,0.2611297355423743,0.002569269207375155,A,KZDOO,Чехлы,Чехол для смартфона,7522.0,1.6770509831248424,Z,AZ
BBB_Blue_8197,30000,18048.0,8,5,3088018,0.26369149026921734,0.002561754726843082,A,KZDOO,Чехлы,Чехол для смартфона,6000.0,1.3125000000000002,Z,AZ
HHH_Blue_4428,29950,48240.8,14,5,3117968,0.26624897540484904,0.002557485135631677,A,KZDOO,Чехлы,Чехол для смартфона,5990.0,1.0220777158038703,Z,AZ
FFF_Purple_6937,29950,56799.3,15,5,3147918,0.26880646054048074,0.002557485135631677,A,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,1.8493242008906927,Z,AZ
DDD_White_5541,29950,59652.3,16,5,3177868,0.2713639456761124,0.002557485135631677,A,KZDOO,Чехлы,Чехол для смартфона,5990.0,1.282011968547876,Z,AZ
HHH_Purple_3039,29940,50571.2,9,3,3207808,0.2739205768935018,0.002556631217389396,A,KZDOO,Чехлы,Чехол для смартфона,9980.0,1.7320508075688772,Z,AZ
CCC_Black_6996,29940,30692.200000000004,6,3,3237748,0.2764772081108912,0.002556631217389396,A,KZDOO,Чехлы,Чехол для смартфона,9980.0,1.984313483298443,Z,AZ
DDD_Titanium_1174,29940,48598.2,8,3,3267688,0.2790338393282806,0.002556631217389396,A,KZDOO,Чехлы,Чехол для смартфона,9980.0,1.6345871038277526,Z,AZ
EEE_Blue_5790,29900,40929.8,13,5,3297588,0.28158705487270086,0.002553215544420272,A,KZDOO,Чехлы,Чехол для смартфона,5980.0,1.044852131323548,Z,AZ
AAA_Purple_5764,29880,53924.4,18,6,3327468,0.2841385625806366,0.00255150770793571,A,KZDOO,Чехлы,Чехол для смартфона,4980.0,1.4361406616345072,Z,AZ
AAA_Red_8661,29200,40654.0,10,4,3356668,0.28663200384809717,0.0024934412674606,A,KZDOO,Чехлы,Чехол для смартфона,7300.0,1.2278029157808674,Z,AZ
HHH_Clear_2518,29200,46877.0,11,4,3385868,0.28912544511555777,0.0024934412674606,A,KZDOO,Чехлы,Чехол для смартфона,7300.0,1.2792042981336624,Z,AZ
BBB_Clear_6703,28720,58794.8,13,4,3414588,0.2915778983073889,0.0024524531918311107,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,1.2533977489846402,Z,AZ
DDD_White_8101,28720,61897.2,14,4,3443308,0.29403035149921997,0.0024524531918311107,A,K-DOO,Чехлы,Чехол для смартфона,7180.0,1.7928429140015907,Z,AZ
EEE_Blue_7850,28720,56213.600000000006,13,4,3472028,0.2964828046910511,0.0024524531918311107,A,KZDOO,Чехлы,Чехол для смартфона,7180.0,1.7346111205814894,Z,AZ
EEE_Red_4134,28000,39297.0,10,4,3500028,0.29887377576943797,0.002390971078386877,A,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,1.382931668593933,Z,AZ
CCC_Red_5609,27960,38989.1,10,4,3527988,0.3012613311748557,0.0023875554054177527,A,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,1.2278029157808674,Z,AZ
BBB_Red_7529,27960,22218.4,7,4,3555948,0.3036488865802735,0.0023875554054177527,A,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,1.6736249305514261,Z,AZ
BBB_Blue_5153,27920,52609.6,12,4,3583868,0.3060330263127221,0.0023841397324486286,A,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,1.6345871038277529,Z,AZ
EEE_Titanium_3108,27900,24606.8,10,5,3611768,0.30841545820868616,0.0023824318959640664,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.6500000000000001,Z,AZ
BBB_Purple_1482,27900,16371.0,8,5,3639668,0.31079789010465025,0.0023824318959640664,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.1858541225631425,Z,AZ
GGG_Red_1294,27900,54092.2,16,5,3667568,0.3131803220006143,0.0023824318959640664,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.6102091284985316,Z,AZ
DDD_Clear_8095,27816,37562.1,10,4,3695384,0.3155555809833432,0.002375258982728906,A,KEEPHONE,Чехлы,Чехол для смартфона,6954.0,1.5874507866387544,Z,AZ
HHH_White_5225,27540,11209.2,4,3,3722924,0.31790727182258516,0.0023516908392419494,A,KZDOO,Чехлы,Чехол для смартфона,9180.0,1.6345871038277526,Z,AZ
AAA_Green_7796,27540,39977.8,8,3,3750464,0.32025896266182713,0.0023516908392419494,A,Неизвестно,Чехлы,Неизвестно,9180.0,1.7286645857424165,Z,AZ
HHH_White_4631,27540,17833.0,5,3,3778004,0.32261065350106904,0.0023516908392419494,A,KZDOO,Чехлы,Чехол для смартфона,9180.0,1.824828759089466,Z,AZ
FFF_Titanium_9574,27540,35209.600000000006,7,3,3805544,0.324962344340311,0.0023516908392419494,A,KZDOO,Чехлы,Чехол для смартфона,9180.0,1.0,Z,AZ
DDD_Red_3932,27540,10627.199999999999,4,3,3833084,0.327314035179553,0.0023516908392419494,A,KZDOO,Чехлы,Чехол для смартфона,9180.0,1.6345871038277526,Z,AZ
HHH_Blue_8671,27500,37054.0,12,5,3860584,0.32966231034582577,0.0023482751662728253,A,KZDOO,Чехлы,Чехол для смартфона,5500.0,1.0,Z,AZ
BBB_Blue_9580,27500,48211.0,15,5,3888084,0.3320105855120986,0.0023482751662728253,A,K-DOO,Чехлы,Чехол для смартфона,5500.0,1.236931687685298,Z,AZ
AAA_Titanium_9034,27500,35861.0,12,5,3915584,0.33435886067837145,0.0023482751662728253,A,KZDOO,Чехлы,Чехол для смартфона,5500.0,1.403121520040228,Z,AZ
AAA_Blue_8334,27500,35718.0,12,5,3943084,0.3367071358446443,0.0023482751662728253,A,K-DOO,Чехлы,Чехол для смартфона,5500.0,1.875,Z,AZ
GGG_Pink_4564,27300,34428.0,7,3,3970384,0.33903833264607147,0.0023311968014272048,A,KZDOO,Чехлы,Чехол для смартфона,9100.0,1.0,Z,AZ
AAA_Red_7612,26320,41086.2,11,4,3996704,0.34128584545975515,0.002247512813683664,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.6249602665199523,Z,AZ
CCC_Green_3542,26320,34679.399999999994,10,4,4023024,0.3435333582734388,0.002247512813683664,A,KZDOO,Чехлы,Чехол для смартфона,6580.0,1.2278029157808674,Z,AZ
BBB_Red_1893,26320,28577.6,9,4,4049344,0.34578087108712247,0.002247512813683664,A,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,1.5,Z,AZ
FFF_White_7505,25900,31843.0,12,5,4075244,0.3479925193346303,0.002211648247507861,A,KEEPHONE,Чехлы,Чехол для смартфона,5180.0,1.4523687548277815,Z,AZ
HHH_Clear_2252,25680,36310.399999999994,10,4,4100924,0.350185381380808,0.0021928620461776783,A,KZDOO,Чехлы,Чехол для смартфона,6420.0,1.7684739183827394,Z,AZ
FFF_Blue_7386,25500,42839.0,14,5,4126424,0.3523628728986246,0.00217749151781662,A,KZDOO,Чехлы,Чехол для смартфона,5100.0,1.4414597193293262,Z,AZ
HHH_Titanium_2410,25500,15563.0,5,3,4151924,0.35454036441644127,0.00217749151781662,A,KZDOO,Чехлы,Чехол для смартфона,8500.0,1.824828759089466,Z,AZ
EEE_Clear_6744,25200,33104.0,15,6,4177124,0.35669223838698944,0.002151873970548189,A,K-DOO,Чехлы,Чехол для смартфона,4200.0,1.1224972160321824,Z,AZ
HHH_Black_6852,24950,19276.100000000002,9,5,4202074,0.3588227644014806,0.0021305260144911633,A,KZDOO,Чехлы,Чехол для смартфона,4990.0,1.5,Z,AZ
AAA_Black_7462,24950,23157.9,10,5,4227024,0.36095329041597174,0.0021305260144911633,A,KZDOO,Чехлы,Чехол для смартфона,4990.0,1.5874507866387544,Z,AZ
DDD_Titanium_7441,24900,44028.0,15,5,4251924,0.36307954683925153,0.002126256423279758,A,K-DOO,Чехлы,Чехол для наушников,4980.0,1.438749456993816,Z,AZ
EEE_Pink_1003,24900,10608.4,7,5,4276824,0.36520580326253127,0.002126256423279758,A,KZDOO,Чехлы,Чехол для смартфона,4980.0,1.4051653980647145,Z,AZ
CCC_Black_8407,24900,25903.4,11,5,4301724,0.367332059685811,0.002126256423279758,A,KZDOO,Чехлы,Чехол для смартфона,4980.0,1.14090003618283,Z,AZ
DDD_Purple_4347,24800,52220.0,13,4,4326524,0.36944977692666797,0.002117717240856948,A,KEEPHONE,Чехлы,Чехол для смартфона,6200.0,1.9307539073863282,Z,AZ
BBB_Pink_5147,24360,34424.3,10,4,4350884,0.37152992176486455,0.002080144838196583,A,KZDOO,Чехлы,Чехол для смартфона,6090.0,1.522333734763833,Z,AZ
GGG_Pink_4591,23920,47436.0,13,4,4374804,0.3735724942004008,0.0020425724355362176,A,KZDOO,Чехлы,Чехол для смартфона,5980.0,1.7346111205814894,Z,AZ
AAA_Black_9253,23920,4244.200000000001,4,4,4398724,0.375615066635937,0.0020425724355362176,A,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,1.1858541225631425,Z,AZ
GGG_White_9632,23920,25379.8,9,4,4422644,0.3776576390714732,0.0020425724355362176,A,KZDOO,Чехлы,Чехол для смартфона,5980.0,1.5811388300841898,Z,AZ
CCC_White_2543,23900,35034.600000000006,13,5,4446544,0.3796985036705249,0.0020408645990516554,A,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,1.4731321540158122,Z,AZ
AAA_Black_7725,23660,29558.6,17,7,4470204,0.38171887423176176,0.0020203705612369107,A,KZDOO,Чехлы,Чехол для смартфона,3380.0,1.4843473977582988,Z,AZ
CCC_Clear_2175,23484,61528.84,12,3,4493688,0.38372421583193456,0.0020053416001727647,A,KZDOO,Чехлы,Чехол для смартфона,7828.0,1.5,Z,AZ
AAA_Red_9393,23484,17131.52,5,3,4517172,0.3857295574321073,0.0020053416001727647,A,K-DOO,Чехлы,Чехол для смартфона,7828.0,1.0,Z,AZ
GGG_Purple_7302,23000,35910.0,14,5,4540172,0.3876935693893537,0.0019640119572463632,A,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,4600.0,1.7042114700628783,Z,AZ
GGG_Black_5508,22592,20428.320000000003,8,4,4562764,0.38962274148231496,0.0019291720929612971,A,KZDOO,Чехлы,Чехол для смартфона,5648.0,1.0,Z,AZ
EEE_Black_2767,22592,35048.44,11,4,4585356,0.39155191357527624,0.0019291720929612971,A,KZDOO,Чехлы,Чехол для смартфона,5648.0,1.572622172000563,Z,AZ
DDD_Titanium_1016,22566,19663.72,6,3,4607922,0.3934788654808076,0.0019269519055313664,A,KZDOO,Чехлы,Чехол для смартфона,7522.0,1.0,Z,AZ
CCC_Pink_9680,22500,54852.0,11,3,4630422,0.3954001815259399,0.0019213160451323117,A,KZDOO,Чехлы,Чехол для смартфона,7500.0,1.518481189862733,Z,AZ
EEE_Red_9650,22500,15441.0,5,3,4652922,0.39732149757107227,0.0019213160451323117,A,KZDOO,Чехлы,Чехол для смартфона,7500.0,1.0,Z,AZ
EEE_Red_9020,22320,15750.0,7,4,4675242,0.3992274430878435,0.0019059455167712532,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.6736249305514261,Z,AZ
EEE_Clear_2689,22320,26127.199999999997,9,4,4697562,0.4011333886046148,0.0019059455167712532,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.5811388300841898,Z,AZ
HHH_Purple_2910,22320,44567.4,13,4,4719882,0.40303933412138604,0.0019059455167712532,A,KZDOO,Чехлы,Чехол для смартфона,5580.0,1.3456042834258386,Z,AZ
GGG_Blue_5870,22240,29012.2,20,8,4742122,0.40493844829221903,0.001899114170833005,A,KZDOO,Чехлы,Чехол для смартфона,2780.0,1.0738365797457265,Z,AZ
HHH_White_8297,22200,19513.0,4,2,4764322,0.4068341467900829,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
DDD_Blue_3072,22200,37830.0,6,2,4786522,0.40872984528794676,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
FFF_Titanium_3323,22200,40114.0,6,2,4808722,0.4106255437858107,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
HHH_Pink_8971,22200,50788.0,7,2,4830922,0.41252124228367454,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
FFF_Black_8837,22200,40606.0,6,2,4853122,0.4144169407815384,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
FFF_Blue_2194,22200,52084.0,7,2,4875322,0.4163126392794023,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
EEE_Green_6861,22200,10702.0,3,2,4897522,0.4182083377772662,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
EEE_Black_4500,22200,39479.0,6,2,4919722,0.42010403627513004,0.001895698497863881,A,KZDOO,Чехлы,Чехол для смартфона,11100.0,1.0,Z,AZ
BBB_Red_9074,22140,26160.4,7,3,4941862,0.42199461126354026,0.0018905749884101947,A,KZDOO,Чехлы,Чехол для смартфона,7380.0,1.0,Z,AZ
AAA_Green_5116,22140,27670.6,7,3,4964002,0.42388518625195043,0.0018905749884101947,A,KZDOO,Чехлы,Чехол для смартфона,7380.0,1.0,Z,AZ
FFF_Clear_6850,22140,39814.8,9,3,4986142,0.42577576124036065,0.0018905749884101947,A,KZDOO,Чехлы,Чехол для смартфона,7380.0,1.5811388300841898,Z,AZ
AAA_Blue_9137,22000,36570.0,6,2,5008142,0.4276543813733789,0.0018786201330182604,A,KZDOO,Чехлы,Чехол для смартфона,11000.0,1.0,Z,AZ
EEE_Purple_8672,22000,1012.0,2,2,5030142,0.42953300150639717,0.0018786201330182604,A,KZDOO,Чехлы,Чехол для смартфона,11000.0,1.0,Z,AZ
EEE_Purple_6689,22000,20353.0,8,4,5052142,0.43141162163941543,0.0018786201330182604,A,KZDOO,Чехлы,Чехол для смартфона,5500.0,1.0,Z,AZ
FFF_Green_5531,22000,10661.0,6,4,5074142,0.4332902417724337,0.0018786201330182604,A,KZDOO,Чехлы,Чехол для смартфона,5500.0,1.299038105676658,Z,AZ
GGG_Clear_7869,22000,29324.0,5,2,5096142,0.43516886190545195,0.0018786201330182604,A,KZDOO,Чехлы,Чехол для смартфона,11000.0,1.0,Z,AZ
