customer_id,orders,total_revenue,total_profit,first_order,last_order,avg_order_value,avg_profit_per_order
13393820,1,5180,9673.6,2025-05-28,2025-05-28,5180.0,9673.6
13544308,3,32640,50308.6,2025-01-06,2025-08-29,10880.0,16769.533333333333
13642174,2,11000,10615.0,2025-03-09,2025-05-02,5500.0,5307.5
13687354,4,19960,18980.5,2025-02-05,2025-08-22,4990.0,4745.125
13735368,3,10470,15214.1,2025-02-06,2025-05-02,3490.0,5071.366666666667
13739750,4,24360,34424.3,2025-01-16,2025-06-15,6090.0,8606.075
13837776,2,1800,4116.0,2025-03-14,2025-05-29,900.0,2058.0
14268446,3,33300,14497.0,2025-04-24,2025-08-03,11100.0,4832.333333333333
14299738,2,14760,33569.4,2025-04-14,2025-08-02,7380.0,16784.7
14715236,3,19740,40225.2,2025-03-02,2025-07-08,6580.0,13408.4
14737689,2,20760,37846.8,2025-01-11,2025-09-25,10380.0,18923.4
14773482,5,29950,59652.3,2025-01-06,2025-07-10,5990.0,11930.460000000001
14809114,1,2980,1913.2,2025-06-04,2025-06-04,2980.0,1913.2
14926551,5,29950,48240.8,2025-02-06,2025-09-11,5990.0,9648.16
14955118,1,3450,5892.5,2025-02-10,2025-02-10,3450.0,5892.5
15211947,1,6738,17256.56,2025-06-15,2025-06-15,6738.0,17256.56
15266766,3,10470,3124.4,2025-01-18,2025-07-27,3490.0,1041.4666666666667
15413660,1,4980,4391.6,2025-04-26,2025-04-26,4980.0,4391.6
15511860,2,9980,23114.7,2025-01-02,2025-06-09,4990.0,11557.35
15551074,3,14100,14877.0,2025-03-04,2025-09-10,4700.0,4959.0
15752189,6,30600,56644.0,2025-02-11,2025-08-25,5100.0,9440.666666666666
16006909,2,12360,6073.6,2025-04-10,2025-04-22,6180.0,3036.8
16225379,2,12380,1440.9,2025-02-06,2025-04-23,6190.0,720.45
16238464,1,3380,2712.2,2025-04-02,2025-04-02,3380.0,2712.2
16278472,4,28720,56213.6,2025-05-18,2025-08-14,7180.0,14053.4
16337630,5,20500,30382.0,2025-06-04,2025-09-20,4100.0,6076.4
16408664,1,11100,22345.0,2025-06-30,2025-06-30,11100.0,22345.0
16502779,3,9750,6269.0,2025-04-13,2025-09-16,3250.0,2089.6666666666665
16616230,1,4990,8363.4,2025-08-24,2025-08-24,4990.0,8363.4
16837385,5,37900,68554.6,2025-04-09,2025-09-08,7580.0,13710.920000000002
16975545,1,4900,12806.0,2025-07-28,2025-07-28,4900.0,12806.0
17280340,4,17200,22600.0,2025-02-01,2025-09-16,4300.0,5650.0
17430134,2,13180,7703.5,2025-04-04,2025-08-03,6590.0,3851.75
17625450,4,22320,15750.0,2025-02-11,2025-06-19,5580.0,3937.5
17897185,3,14970,22587.7,2025-02-20,2025-07-18,4990.0,7529.233333333334
17932091,3,10470,5773.0,2025-04-04,2025-07-31,3490.0,1924.3333333333333
17961013,3,10470,5824.4,2025-01-04,2025-02-15,3490.0,1941.4666666666665
18140841,5,24900,10608.4,2025-02-06,2025-08-03,4980.0,2121.68
18156492,4,23920,47436.0,2025-01-27,2025-09-18,5980.0,11859.0
18386274,1,2900,-81.0,2025-01-13,2025-01-13,2900.0,-81.0
18398142,2,13160,23385.4,2025-02-11,2025-03-07,6580.0,11692.7
18488674,5,17450,24846.7,2025-03-24,2025-08-18,3490.0,4969.34
18519010,3,19740,28642.8,2025-06-05,2025-08-28,6580.0,9547.6
18885984,4,24800,52220.0,2025-05-31,2025-08-06,6200.0,13055.0
18893470,1,2780,7427.4,2025-01-09,2025-01-09,2780.0,7427.4
18952810,2,22200,39479.0,2025-06-23,2025-09-03,11100.0,19739.5
19259686,5,20000,27004.0,2025-01-14,2025-07-28,4000.0,5400.8
19287744,1,11100,27042.0,2025-06-01,2025-06-01,11100.0,27042.0
19331204,2,10200,23636.0,2025-02-10,2025-09-17,5100.0,11818.0
19765974,2,5960,16042.6,2025-01-20,2025-09-22,2980.0,8021.3
19770679,5,39140,31578.96,2025-03-04,2025-08-14,7828.0,6315.7919999999995
19861565,4,26320,41086.2,2025-01-06,2025-08-05,6580.0,10271.55
19928290,3,10800,23908.0,2025-02-12,2025-09-15,3600.0,7969.333333333333
19963943,3,4200,5684.0,2025-05-26,2025-07-26,1400.0,1894.6666666666667
19979580,1,6490,18681.4,2025-04-03,2025-04-03,6490.0,18681.4
19979751,1,6050,1212.5,2025-06-17,2025-06-17,6050.0,1212.5
19991230,2,10760,26989.8,2025-03-12,2025-07-05,5380.0,13494.9
20387700,3,20940,26879.0,2025-04-24,2025-06-19,6980.0,8959.666666666666
20450748,3,33300,60190.0,2025-02-03,2025-09-21,11100.0,20063.333333333332
20586151,4,27960,38989.1,2025-02-23,2025-09-25,6990.0,9747.275
20762733,2,3100,5791.0,2025-08-09,2025-09-23,1550.0,2895.5
20765137,4,6320,5809.2,2025-01-27,2025-05-13,1580.0,1452.3
20862535,3,16740,15161.6,2025-02-11,2025-06-30,5580.0,5053.866666666667
20929551,2,2900,3100.5,2025-05-15,2025-05-29,1450.0,1550.25
21059414,1,2100,3397.0,2025-01-10,2025-01-10,2100.0,3397.0
21090709,1,1540,1338.6,2025-05-13,2025-05-13,1540.0,1338.6
21167732,2,19960,30035.6,2025-08-25,2025-09-20,9980.0,15017.8
21200354,1,5990,4847.3,2025-04-24,2025-04-24,5990.0,4847.3
21286645,1,2200,5552.0,2025-05-16,2025-05-16,2200.0,5552.0
21410336,1,2780,4855.2,2025-02-27,2025-02-27,2780.0,4855.2
21656338,3,15300,34406.0,2025-01-19,2025-07-10,5100.0,11468.666666666666
21673576,1,11100,19065.0,2025-06-12,2025-06-12,11100.0,19065.0
21820132,2,22200,52084.0,2025-02-24,2025-09-16,11100.0,26042.0
21837136,3,6900,11178.0,2025-03-21,2025-08-30,2300.0,3726.0
21929427,3,14970,20687.3,2025-04-18,2025-09-18,4990.0,6895.766666666666
21970497,2,7828,11644.38,2025-04-02,2025-08-30,3914.0,5822.19
22020509,1,1490,750.8,2025-05-20,2025-05-20,1490.0,750.8
22078766,1,7500,1066.0,2025-06-20,2025-06-20,7500.0,1066.0
22172016,2,12400,12530.0,2025-06-17,2025-06-29,6200.0,6265.0
22258405,3,10470,21741.0,2025-04-18,2025-07-25,3490.0,7247.0
22270955,5,14900,19931.2,2025-03-09,2025-09-14,2980.0,3986.2400000000002
22599508,1,7180,14103.0,2025-07-20,2025-07-20,7180.0,14103.0
22705435,2,13160,11977.4,2025-01-25,2025-07-10,6580.0,5988.7
22843017,1,6090,16738.6,2025-02-17,2025-02-17,6090.0,16738.6
22878176,2,13160,35912.4,2025-02-03,2025-02-08,6580.0,17956.2
22934764,2,2840,4751.0,2025-04-16,2025-07-24,1420.0,2375.5
23021957,3,3000,4129.0,2025-01-18,2025-07-20,1000.0,1376.3333333333333
23245835,2,5960,14341.0,2025-07-27,2025-09-04,2980.0,7170.5
23392944,2,13180,30472.7,2025-01-08,2025-01-17,6590.0,15236.35
23429358,2,22200,50788.0,2025-01-05,2025-03-03,11100.0,25394.0
24046960,3,8940,17269.6,2025-03-08,2025-09-15,2980.0,5756.533333333333
24115955,1,5180,15036.0,2025-05-19,2025-05-19,5180.0,15036.0
24148272,3,10470,12675.6,2025-01-19,2025-08-08,3490.0,4225.2
24165881,1,5580,9643.2,2025-03-06,2025-03-06,5580.0,9643.2
24499014,3,9540,11450.2,2025-01-06,2025-09-22,3180.0,3816.7333333333336
24553956,5,23900,35034.6,2025-01-13,2025-09-01,4780.0,7006.92
24565729,3,27540,17833.0,2025-03-19,2025-08-17,9180.0,5944.333333333333
24644733,2,6954,17463.03,2025-06-19,2025-07-23,3477.0,8731.515
24653069,2,9960,20849.0,2025-06-05,2025-06-07,4980.0,10424.5
24666903,3,10140,15589.2,2025-01-19,2025-09-22,3380.0,5196.400000000001
24763399,2,22200,37830.0,2025-03-04,2025-08-09,11100.0,18915.0
24789210,2,13160,36511.6,2025-04-19,2025-07-16,6580.0,18255.8
24862643,5,36900,60651.0,2025-02-15,2025-08-10,7380.0,12130.2
25273810,3,8940,16708.6,2025-04-02,2025-07-12,2980.0,5569.533333333333
25324439,4,8000,8040.0,2025-02-10,2025-09-09,2000.0,2010.0
25673692,3,25500,15563.0,2025-02-02,2025-09-14,8500.0,5187.666666666667
25688149,5,36500,63261.0,2025-01-16,2025-06-29,7300.0,12652.2
25990523,3,2040,283.0,2025-03-08,2025-08-15,680.0,94.33333333333333
25995510,4,18400,14948.0,2025-01-22,2025-08-05,4600.0,3737.0
26194974,7,23660,29558.6,2025-01-14,2025-09-14,3380.0,4222.657142857142
26479913,2,14360,977.4,2025-07-20,2025-07-29,7180.0,488.7
26483342,3,14940,14107.4,2025-05-05,2025-06-11,4980.0,4702.466666666666
26492031,5,9000,10733.0,2025-05-14,2025-09-12,1800.0,2146.6
26492321,5,11500,18428.0,2025-02-08,2025-07-21,2300.0,3685.6
26561997,2,13160,12890.0,2025-03-11,2025-05-20,6580.0,6445.0
26669048,1,11990,12109.7,2025-08-18,2025-08-18,11990.0,12109.7
26677770,5,18500,40253.0,2025-01-01,2025-06-17,3700.0,8050.6
26726668,2,6360,10199.0,2025-04-24,2025-07-05,3180.0,5099.5
26751676,3,10500,21684.0,2025-06-22,2025-08-08,3500.0,7228.0
26802010,6,25200,33104.0,2025-02-13,2025-09-03,4200.0,5517.333333333333
26878119,3,12540,11659.4,2025-05-22,2025-06-18,4180.0,3886.4666666666667
27378295,3,2700,2169.0,2025-05-28,2025-07-09,900.0,723.0
27451798,1,1580,3610.6,2025-01-25,2025-01-25,1580.0,3610.6
27500707,3,5670,6972.0,2025-03-12,2025-08-02,1890.0,2324.0
27574394,4,8000,7894.0,2025-04-27,2025-06-09,2000.0,1973.5
27622520,4,13960,18559.7,2025-02-17,2025-06-09,3490.0,4639.925
27685318,1,5300,12869.0,2025-09-01,2025-09-01,5300.0,12869.0
27730464,3,21540,33869.2,2025-01-09,2025-07-05,7180.0,11289.733333333332
27922657,2,11556,16101.54,2025-05-12,2025-09-04,5778.0,8050.77
27995241,5,12450,15855.7,2025-02-27,2025-09-16,2490.0,3171.1400000000003
28074469,5,24950,19276.1,2025-04-29,2025-09-10,4990.0,3855.22
28202461,2,9960,6091.8,2025-04-24,2025-08-28,4980.0,3045.9
28227796,4,20800,36961.0,2025-02-09,2025-08-28,5200.0,9240.25
28310439,2,5580,7150.4,2025-07-11,2025-09-24,2790.0,3575.2
28393426,1,2490,-384.1,2025-07-28,2025-07-28,2490.0,-384.1
28410571,1,3490,2744.7,2025-09-26,2025-09-26,3490.0,2744.7
28525798,5,30250,51589.0,2025-01-01,2025-05-28,6050.0,10317.8
28559790,1,2700,559.0,2025-02-21,2025-02-21,2700.0,559.0
28610359,1,3162,2327.32,2025-08-07,2025-08-07,3162.0,2327.32
28647941,1,1390,163.4,2025-07-22,2025-07-22,1390.0,163.4
28663473,1,720,257.0,2025-05-28,2025-05-28,720.0,257.0
28732161,3,1470,854.2,2025-01-15,2025-04-23,490.0,284.73333333333335
28865428,2,3800,-243.0,2025-04-04,2025-06-13,1900.0,-121.5
28866848,2,5960,13029.4,2025-02-14,2025-09-18,2980.0,6514.7
28964554,4,10800,8525.0,2025-01-10,2025-07-19,2700.0,2131.25
29055787,5,35900,64355.2,2025-02-17,2025-05-19,7180.0,12871.039999999999
29108949,2,13980,6807.2,2025-02-03,2025-04-18,6990.0,3403.6
29143377,5,1900,947.2,2025-04-10,2025-09-10,380.0,189.44
29195433,4,11920,19450.8,2025-03-07,2025-06-21,2980.0,4862.7
29302655,5,15500,22330.0,2025-01-15,2025-08-31,3100.0,4466.0
29400855,2,13160,18252.2,2025-01-30,2025-02-11,6580.0,9126.1
29540923,4,20720,32965.8,2025-05-13,2025-09-08,5180.0,8241.45
29875570,7,4620,7363.0,2025-01-13,2025-09-26,660.0,1051.857142857143
30038596,1,2150,3596.0,2025-08-03,2025-08-03,2150.0,3596.0
30155466,5,27900,54092.2,2025-02-11,2025-09-25,5580.0,10818.439999999999
30184321,2,5560,9991.0,2025-01-12,2025-01-20,2780.0,4995.5
30321714,2,22000,37587.0,2025-04-11,2025-08-10,11000.0,18793.5
30465096,1,4980,8849.2,2025-02-22,2025-02-22,4980.0,8849.2
30512809,2,5380,2024.5,2025-08-02,2025-08-05,2690.0,1012.25
31270055,1,7180,-91.2,2025-03-21,2025-03-21,7180.0,-91.2
31302298,2,9960,20645.2,2025-02-28,2025-05-28,4980.0,10322.6
31684574,4,10360,11958.1,2025-03-31,2025-07-24,2590.0,2989.525
31743322,1,11100,29474.0,2025-01-15,2025-01-15,11100.0,29474.0
31817974,3,4350,4329.5,2025-05-07,2025-09-18,1450.0,1443.1666666666667
31882676,2,9960,27139.2,2025-03-24,2025-06-27,4980.0,13569.6
31910726,1,5700,5198.0,2025-02-04,2025-02-04,5700.0,5198.0
31965024,1,6980,-37.0,2025-08-07,2025-08-07,6980.0,-37.0
32067104,4,29200,40654.0,2025-01-24,2025-07-24,7300.0,10163.5
32156174,3,5850,4884.0,2025-01-01,2025-08-16,1950.0,1628.0
32219595,4,8800,14375.0,2025-03-10,2025-06-13,2200.0,3593.75
32484702,4,29200,46877.0,2025-01-22,2025-06-04,7300.0,11719.25
32639679,3,20970,44568.2,2025-01-11,2025-04-04,6990.0,14856.066666666666
32712151,2,11960,7702.8,2025-06-19,2025-06-29,5980.0,3851.4
32717202,3,6960,11885.6,2025-04-20,2025-09-13,2320.0,3961.866666666667
32826828,5,34950,43656.7,2025-01-15,2025-09-15,6990.0,8731.34
32897454,2,9960,8436.0,2025-02-01,2025-02-19,4980.0,4218.0
32921978,5,35900,53495.6,2025-01-13,2025-05-14,7180.0,10699.119999999999
32997683,5,13900,18941.0,2025-04-22,2025-09-18,2780.0,3788.2
33150933,2,11160,29886.6,2025-01-06,2025-05-15,5580.0,14943.3
33191023,4,20720,24197.8,2025-04-03,2025-08-03,5180.0,6049.45
33336859,5,30000,18048.0,2025-01-02,2025-08-31,6000.0,3609.6
33346489,3,3180,4754.2,2025-04-23,2025-09-19,1060.0,1584.7333333333333
33351587,3,29940,30692.2,2025-02-21,2025-09-08,9980.0,10230.733333333334
33567369,2,4980,5184.0,2025-08-04,2025-08-14,2490.0,2592.0
33739806,3,3000,3297.0,2025-07-20,2025-09-06,1000.0,1099.0
33746541,1,2750,3852.5,2025-08-03,2025-08-03,2750.0,3852.5
33846396,3,9870,9086.1,2025-02-04,2025-08-11,3290.0,3028.7000000000003
33858877,1,6990,246.3,2025-01-13,2025-01-13,6990.0,246.3
33871669,1,4980,9574.6,2025-01-28,2025-01-28,4980.0,9574.6
33947909,3,18000,27754.0,2025-03-04,2025-08-16,6000.0,9251.333333333334
33958975,2,9980,5489.5,2025-02-19,2025-07-18,4990.0,2744.75
34088668,2,15160,20912.4,2025-08-04,2025-08-15,7580.0,10456.2
34175452,1,4400,7694.0,2025-07-19,2025-07-19,4400.0,7694.0
34456061,1,4980,3737.2,2025-07-20,2025-07-20,4980.0,3737.2
34469882,2,4900,8422.0,2025-03-11,2025-07-31,2450.0,4211.0
34502560,1,7828,15333.28,2025-04-13,2025-04-13,7828.0,15333.28
34508876,1,5580,485.6,2025-03-20,2025-03-20,5580.0,485.6
34539743,3,8970,20607.4,2025-02-18,2025-08-26,2990.0,6869.133333333334
34643765,6,41880,62918.2,2025-01-29,2025-08-31,6980.0,10486.366666666667
34657339,6,33000,46745.0,2025-01-23,2025-09-20,5500.0,7790.833333333333
34751007,3,5940,4286.2,2025-03-15,2025-07-30,1980.0,1428.7333333333333
34800221,3,3360,3133.4,2025-02-01,2025-07-11,1120.0,1044.4666666666667
34965828,1,3368,7.84,2025-08-09,2025-08-09,3368.0,7.84
35024002,1,3100,4856.0,2025-09-23,2025-09-23,3100.0,4856.0
35056511,2,2400,4605.0,2025-04-03,2025-04-29,1200.0,2302.5
35122854,4,22000,54782.0,2025-02-20,2025-08-01,5500.0,13695.5
35214367,4,39960,55279.5,2025-01-10,2025-07-17,9990.0,13819.875
35421823,3,2580,2489.2,2025-01-21,2025-09-18,860.0,829.7333333333332
35501394,1,2890,-209.0,2025-03-22,2025-03-22,2890.0,-209.0
35600902,2,15000,22731.0,2025-03-08,2025-04-05,7500.0,11365.5
35605795,2,4400,9450.0,2025-06-02,2025-07-14,2200.0,4725.0
35690160,3,16944,26343.28,2025-01-18,2025-07-16,5648.0,8781.093333333332
35738540,3,16500,19435.0,2025-01-17,2025-05-06,5500.0,6478.333333333333
35771482,1,6638,6161.62,2025-04-09,2025-04-09,6638.0,6161.62
35892837,2,22000,29324.0,2025-05-08,2025-06-21,11000.0,14662.0
35905708,1,5500,8720.0,2025-06-04,2025-06-04,5500.0,8720.0
36225094,1,5980,888.4,2025-06-04,2025-06-04,5980.0,888.4
36414021,2,22000,36570.0,2025-06-13,2025-09-26,11000.0,18285.0
36496711,3,20208,36828.4,2025-03-20,2025-04-20,6736.0,12276.133333333333
36508832,2,5780,9202.3,2025-02-14,2025-09-22,2890.0,4601.15
36571012,5,6450,5957.8,2025-06-03,2025-09-15,1290.0,1191.56
36659027,1,5300,4840.0,2025-07-20,2025-07-20,5300.0,4840.0
36763385,3,17970,17330.7,2025-06-14,2025-09-02,5990.0,5776.900000000001
36814941,1,5500,9204.0,2025-06-25,2025-06-25,5500.0,9204.0
36890351,2,10360,22804.8,2025-03-11,2025-09-09,5180.0,11402.4
36919791,3,5400,4277.0,2025-06-22,2025-09-23,1800.0,1425.6666666666667
37130177,2,5160,6864.4,2025-05-01,2025-06-09,2580.0,3432.2
37203467,2,13160,22342.8,2025-07-16,2025-09-27,6580.0,11171.4
37293235,2,6180,10949.0,2025-01-15,2025-06-06,3090.0,5474.5
37316597,1,3180,5276.2,2025-08-09,2025-08-09,3180.0,5276.2
37600233,2,1960,359.6,2025-04-10,2025-04-16,980.0,179.8
37739044,2,6980,9714.9,2025-01-16,2025-05-27,3490.0,4857.45
37857061,3,8700,10387.0,2025-01-20,2025-07-14,2900.0,3462.3333333333335
37897172,3,14940,35960.2,2025-01-08,2025-06-23,4980.0,11986.733333333332
38056815,2,4780,86.3,2025-01-12,2025-08-22,2390.0,43.15
38070392,3,29940,50571.2,2025-02-09,2025-06-30,9980.0,16857.066666666666
38119865,4,21520,19389.2,2025-02-08,2025-04-23,5380.0,4847.3
38137830,3,16140,24690.2,2025-02-07,2025-08-21,5380.0,8230.066666666668
38174132,5,11450,13288.5,2025-03-13,2025-08-16,2290.0,2657.7
38203618,1,5980,15918.4,2025-08-29,2025-08-29,5980.0,15918.4
38609788,2,11960,26620.4,2025-08-07,2025-09-26,5980.0,13310.2
38702896,1,4980,3778.2,2025-02-05,2025-02-05,4980.0,3778.2
38798252,2,5400,4374.0,2025-03-31,2025-08-04,2700.0,2187.0
38916371,4,32800,64310.0,2025-03-29,2025-09-22,8200.0,16077.5
39181299,1,7180,13433.0,2025-09-09,2025-09-09,7180.0,13433.0
39196346,3,17940,11562.4,2025-01-13,2025-09-12,5980.0,3854.133333333333
39462607,1,11100,10677.0,2025-05-15,2025-05-15,11100.0,10677.0
39478464,3,11100,22946.0,2025-02-08,2025-08-10,3700.0,7648.666666666667
39493765,1,9100,9471.0,2025-04-05,2025-04-05,9100.0,9471.0
39497042,4,8000,11090.0,2025-03-21,2025-08-18,2000.0,2772.5
39535140,2,6200,6442.0,2025-01-26,2025-07-08,3100.0,3221.0
39705473,1,5300,13322.0,2025-07-16,2025-07-16,5300.0,13322.0
39912009,5,24950,23157.9,2025-03-18,2025-08-28,4990.0,4631.58
39920707,2,2000,1901.0,2025-06-14,2025-09-20,1000.0,950.5
40042947,2,11980,10131.3,2025-08-24,2025-08-31,5990.0,5065.65
40509576,2,14360,27478.8,2025-04-19,2025-09-12,7180.0,13739.4
40542742,2,10400,8996.0,2025-02-27,2025-09-21,5200.0,4498.0
40831517,3,10770,19005.2,2025-01-10,2025-06-01,3590.0,6335.066666666667
40877478,2,9980,21752.1,2025-01-24,2025-08-04,4990.0,10876.05
40907194,2,11980,16450.2,2025-01-29,2025-08-12,5990.0,8225.1
40911969,2,12180,26085.6,2025-05-01,2025-08-22,6090.0,13042.8
40968458,1,4980,9832.0,2025-02-02,2025-02-02,4980.0,9832.0
41313579,4,4800,9319.0,2025-02-24,2025-08-21,1200.0,2329.75
41413237,1,7180,1247.4,2025-08-28,2025-08-28,7180.0,1247.4
41460381,4,15264,25302.52,2025-02-17,2025-07-25,3816.0,6325.63
41515025,4,3920,5546.6,2025-05-18,2025-09-19,980.0,1386.65
41812842,3,14940,13026.0,2025-04-02,2025-09-17,4980.0,4342.0
41865954,4,23920,25379.8,2025-01-02,2025-08-07,5980.0,6344.95
41999620,3,4260,8559.6,2025-02-12,2025-08-17,1420.0,2853.2000000000003
42076004,1,5100,4840.0,2025-06-25,2025-06-25,5100.0,4840.0
42123172,7,14350,22053.5,2025-02-21,2025-09-01,2050.0,3150.5
42232730,2,21560,28114.4,2025-01-01,2025-08-18,10780.0,14057.2
42236708,6,33480,45396.0,2025-03-09,2025-09-23,5580.0,7566.0
42294120,4,19920,25041.4,2025-04-24,2025-07-30,4980.0,6260.35
42354439,2,13160,23690.0,2025-07-19,2025-08-03,6580.0,11845.0
42364136,8,22240,29012.2,2025-03-30,2025-08-04,2780.0,3626.525
42373022,1,5500,5087.0,2025-08-14,2025-08-14,5500.0,5087.0
42375033,1,9100,9031.0,2025-07-01,2025-07-01,9100.0,9031.0
42464834,2,6800,9264.0,2025-02-07,2025-06-14,3400.0,4632.0
42522552,2,2160,237.4,2025-05-31,2025-07-18,1080.0,118.7
42530270,2,9980,14374.4,2025-04-16,2025-06-27,4990.0,7187.2
42599054,1,7580,20847.0,2025-07-02,2025-07-02,7580.0,20847.0
42624136,5,45900,51473.4,2025-01-31,2025-09-06,9180.0,10294.68
42668897,3,22140,39814.8,2025-01-15,2025-08-23,7380.0,13271.6
42669478,5,55500,96388.0,2025-01-18,2025-06-08,11100.0,19277.6
42673199,3,21540,26738.4,2025-05-10,2025-09-15,7180.0,8912.800000000001
42826695,1,7990,7920.5,2025-04-26,2025-04-26,7990.0,7920.5
43022400,4,11920,20521.4,2025-01-29,2025-09-25,2980.0,5130.35
43049959,4,22000,20353.0,2025-05-18,2025-09-26,5500.0,5088.25
43094185,2,9400,11471.0,2025-06-03,2025-06-11,4700.0,5735.5
43138987,4,26320,34679.4,2025-04-15,2025-09-22,6580.0,8669.85
43178236,3,18000,36978.0,2025-05-18,2025-07-23,6000.0,12326.0
43423685,4,13520,19637.0,2025-03-04,2025-09-27,3380.0,4909.25
43502425,2,20012,9279.06,2025-06-12,2025-09-15,10006.0,4639.53
43510857,3,19740,28353.0,2025-05-29,2025-08-16,6580.0,9451.0
43666607,2,4100,3082.5,2025-06-02,2025-09-17,2050.0,1541.25
43747379,3,8940,10156.4,2025-07-30,2025-09-10,2980.0,3385.4666666666667
43776637,5,29900,40929.8,2025-02-11,2025-09-26,5980.0,8185.960000000001
43817644,3,33300,50228.0,2025-02-15,2025-09-08,11100.0,16742.666666666668
43896197,3,14940,14427.6,2025-07-04,2025-07-27,4980.0,4809.2
43923333,3,17970,24015.8,2025-01-27,2025-05-14,5990.0,8005.266666666666
44062204,2,10760,9517.4,2025-02-26,2025-07-08,5380.0,4758.7
44146850,4,31312,37579.84,2025-01-17,2025-08-26,7828.0,9394.96
44260719,5,18950,29667.5,2025-08-01,2025-09-06,3790.0,5933.5
44323356,4,20400,21924.0,2025-04-06,2025-07-25,5100.0,5481.0
44373202,3,4740,3537.8,2025-01-05,2025-08-15,1580.0,1179.2666666666667
44426303,2,9960,17233.8,2025-02-02,2025-04-26,4980.0,8616.9
44699881,2,13560,11730.8,2025-01-22,2025-06-02,6780.0,5865.4
44703697,5,24900,25903.4,2025-01-20,2025-09-17,4980.0,5180.68
44760063,2,11960,12621.4,2025-05-05,2025-08-01,5980.0,6310.7
44809215,2,14600,1938.0,2025-02-19,2025-05-02,7300.0,969.0
44901759,2,7000,-58.0,2025-03-22,2025-05-31,3500.0,-29.0
45016869,3,10470,18519.1,2025-05-12,2025-09-28,3490.0,6173.033333333333
45162734,2,11000,15007.0,2025-04-06,2025-06-06,5500.0,7503.5
45437720,7,19950,10929.5,2025-03-16,2025-08-15,2850.0,1561.357142857143
45765450,3,9540,16291.2,2025-01-25,2025-09-16,3180.0,5430.400000000001
45844803,1,4906,-94.52,2025-04-18,2025-04-18,4906.0,-94.52
45932023,2,12360,22489.6,2025-02-15,2025-05-30,6180.0,11244.8
45963238,2,5200,356.0,2025-04-03,2025-04-19,2600.0,178.0
46140671,3,21900,51388.0,2025-01-06,2025-09-05,7300.0,17129.333333333332
46303448,3,31200,31600.0,2025-02-03,2025-07-16,10400.0,10533.333333333334
46434145,4,20720,33069.6,2025-02-22,2025-09-22,5180.0,8267.4
46518137,1,1560,2439.6,2025-05-27,2025-05-27,1560.0,2439.6
46536130,3,11070,4099.1,2025-01-27,2025-05-15,3690.0,1366.3666666666668
46766529,3,21000,44819.0,2025-03-26,2025-07-14,7000.0,14939.666666666666
