order_id,customer_id,product_category,revenue,order_date,country
42,134,Красота,245.03,2023-01-30 21:47:15.270541082,США
43,190,Книги,110.82,2023-01-31 15:17:40.521042084,Германия
44,92,Электроника,109.04,2023-02-01 08:48:05.771543086,Россия
45,129,Электроника,201.35,2023-02-02 02:18:31.022044088,Россия
46,116,Электроника,261.0,2023-02-02 19:48:56.272545090,Германия
47,198,Красота,169.55,2023-02-03 13:19:21.523046092,США
48,165,Электроника,53.56,2023-02-04 06:49:46.773547094,Германия
49,59,Одежда,81.25,2023-02-05 00:20:12.024048096,Россия
50,180,Электроника,38.17,2023-02-05 17:50:37.274549098,США
51,52,Красота,90.5,2023-02-06 11:21:02.525050100,США
52,131,Электроника,61.46,2023-02-07 04:51:27.775551102,Россия
53,187,Электроника,293.45,2023-02-07 22:21:53.026052104,США
54,87,Электроника,116.62,2023-02-08 15:52:18.276553106,Россия
55,147,Одежда,60.57,2023-02-09 09:22:43.527054108,США
56,160,Одежда,87.78,2023-02-10 02:53:08.777555110,Германия
57,184,Книги,87.8,2023-02-10 20:23:34.028056112,США
58,24,Электроника,197.05,2023-02-11 13:53:59.278557114,США
59,139,Книги,45.28,2023-02-12 07:24:24.529058116,Россия
60,124,Книги,72.23,2023-02-13 00:54:49.779559118,Россия
61,3,Красота,111.27,2023-02-13 18:25:15.030060120,Германия
62,90,Книги,246.66,2023-02-14 11:55:40.280561122,Германия
63,52,Электроника,213.46,2023-02-15 05:26:05.531062124,Германия
64,82,Красота,58.51,2023-02-15 22:56:30.781563126,Россия
65,178,Книги,171.61,2023-02-16 16:26:56.032064128,США
66,99,Книги,204.8,2023-02-17 09:57:21.282565130,США
67,112,Электроника,164.66,2023-02-18 03:27:46.533066132,Россия
68,2,Электроника,46.07,2023-02-18 20:58:11.783567134,Россия
69,37,Красота,197.27,2023-02-19 14:28:37.034068136,Россия
70,99,Книги,223.27,2023-02-20 07:59:02.284569138,Германия
71,148,Красота,133.26,2023-02-21 01:29:27.535070140,Россия
72,152,Красота,43.56,2023-02-21 18:59:52.785571142,США
73,104,Красота,182.59,2023-02-22 12:30:18.036072145,США
74,99,Электроника,21.42,2023-02-23 06:00:43.286573147,США
75,82,Одежда,213.73,2023-02-23 23:31:08.537074149,Россия
76,169,Красота,219.41,2023-02-24 17:01:33.787575151,Россия
77,142,Электроника,70.07,2023-02-25 10:31:59.038076153,Германия
78,195,Электроника,106.26,2023-02-26 04:02:24.288577155,Германия
79,115,Одежда,94.26,2023-02-26 21:32:49.539078157,США
80,158,Одежда,294.09,2023-02-27 15:03:14.789579159,Германия
81,182,Красота,196.72,2023-02-28 08:33:40.040080161,США
82,21,Одежда,200.63,2023-03-01 02:04:05.290581163,Германия
83,192,Электроника,74.67,2023-03-01 19:34:30.541082165,Россия
84,48,Книги,180.16,2023-03-02 13:04:55.791583167,Россия
85,17,Красота,283.33,2023-03-03 06:35:21.042084169,Россия
86,46,Электроника,267.38,2023-03-04 00:05:46.292585171,Россия
87,37,Красота,112.61,2023-03-04 17:36:11.543086173,США
88,181,Книги,289.81,2023-03-05 11:06:36.793587175,Россия
89,116,Книги,105.6,2023-03-06 04:37:02.044088177,Германия
90,161,Красота,155.88,2023-03-06 22:07:27.294589179,США
91,25,Одежда,282.12,2023-03-07 15:37:52.545090181,США
92,67,Красота,39.72,2023-03-08 09:08:17.795591183,США
93,32,Книги,297.22,2023-03-09 02:38:43.046092185,США
94,127,Книги,102.68,2023-03-09 20:09:08.296593187,США
95,17,Красота,215.16,2023-03-10 13:39:33.547094189,Германия
96,176,Книги,102.21,2023-03-11 07:09:58.797595191,Германия
97,26,Книги,91.74,2023-03-12 00:40:24.048096193,Россия
98,60,Одежда,21.45,2023-03-12 18:10:49.298597195,Россия
99,20,Электроника,39.86,2023-03-13 11:41:14.549098197,США
100,144,Одежда,269.2,2023-03-14 05:11:39.799599199,Германия
101,143,Красота,182.08,2023-03-14 22:42:05.050100201,Германия
102,191,Одежда,111.88,2023-03-15 16:12:30.300601203,США
103,63,Одежда,100.23,2023-03-16 09:42:55.551102205,США
104,58,Одежда,90.07,2023-03-17 03:13:20.801603207,США
105,70,Книги,120.85,2023-03-17 20:43:46.052104209,Россия
106,8,Электроника,96.03,2023-03-18 14:14:11.302605211,Россия
107,103,Красота,255.77,2023-03-19 07:44:36.553106213,США
108,47,Книги,198.48,2023-03-20 01:15:01.803607215,Россия
109,114,Красота,220.09,2023-03-20 18:45:27.054108217,Германия
110,145,Красота,95.83,2023-03-21 12:15:52.304609219,США
111,183,Одежда,27.1,2023-03-22 05:46:17.555110221,Россия
112,62,Книги,139.93,2023-03-22 23:16:42.805611223,Россия
113,129,Одежда,276.26,2023-03-23 16:47:08.056112225,Германия
114,34,Красота,173.78,2023-03-24 10:17:33.306613227,Россия
115,117,Электроника,287.36,2023-03-25 03:47:58.557114229,Германия
116,192,Книги,141.99,2023-03-25 21:18:23.807615231,Россия
117,195,Красота,178.49,2023-03-26 14:48:49.058116233,Германия
118,86,Электроника,115.73,2023-03-27 08:19:14.308617235,Россия
119,47,Электроника,107.2,2023-03-28 01:49:39.559118237,США
120,197,Красота,24.81,2023-03-28 19:20:04.809619239,США
121,176,Электроника,152.57,2023-03-29 12:50:30.060120241,Россия
122,101,Книги,33.46,2023-03-30 06:20:55.310621243,США
123,69,Красота,32.69,2023-03-30 23:51:20.561122245,Германия
124,138,Одежда,281.36,2023-03-31 17:21:45.811623247,Россия
125,69,Электроника,65.62,2023-04-01 10:52:11.062124249,Германия
126,2,Электроника,262.82,2023-04-02 04:22:36.312625251,Германия
127,84,Красота,209.61,2023-04-02 21:53:01.563126253,Германия
128,124,Электроника,148.31,2023-04-03 15:23:26.813627255,Германия
129,171,Электроника,195.26,2023-04-04 08:53:52.064128257,Россия
130,161,Красота,273.5,2023-04-05 02:24:17.314629259,Россия
131,141,Красота,48.22,2023-04-05 19:54:42.565130261,США
132,35,Книги,39.93,2023-04-06 13:25:07.815631263,Россия
133,154,Одежда,26.52,2023-04-07 06:55:33.066132265,США
134,115,Электроника,158.89,2023-04-08 00:25:58.316633267,США
135,114,Электроника,282.26,2023-04-08 17:56:23.567134269,Россия
136,21,Электроника,98.97,2023-04-09 11:26:48.817635271,США
137,101,Электроника,179.19,2023-04-10 04:57:14.068136273,Германия
138,177,Книги,135.53,2023-04-10 22:27:39.318637275,США
139,96,Красота,262.79,2023-04-11 15:58:04.569138277,Россия
140,12,Электроника,210.36,2023-04-12 09:28:29.819639279,Германия
141,99,Электроника,125.76,2023-04-13 02:58:55.070140281,Россия
142,62,Красота,251.41,2023-04-13 20:29:20.320641283,США
143,141,Книги,48.0,2023-04-14 13:59:45.571142285,Россия
144,147,Красота,119.37,2023-04-15 07:30:10.821643288,США
145,128,Красота,180.56,2023-04-16 01:00:36.072144290,Германия
146,144,Электроника,45.68,2023-04-16 18:31:01.322645292,Россия
147,180,Книги,79.56,2023-04-17 12:01:26.573146294,Россия
148,151,Красота,241.09,2023-04-18 05:31:51.823647296,Россия
149,181,Одежда,292.79,2023-04-18 23:02:17.074148298,США
150,122,Электроника,226.37,2023-04-19 16:32:42.324649300,Россия
151,75,Одежда,291.22,2023-04-20 10:03:07.575150302,Россия
152,74,Одежда,193.1,2023-04-21 03:33:32.825651304,Россия
153,7,Одежда,216.27,2023-04-21 21:03:58.076152306,США
154,137,Одежда,269.73,2023-04-22 14:34:23.326653308,США
155,5,Электроника,43.75,2023-04-23 08:04:48.577154310,Германия
156,136,Красота,261.68,2023-04-24 01:35:13.827655312,США
157,145,Книги,274.15,2023-04-24 19:05:39.078156314,Россия
158,132,Красота,125.35,2023-04-25 12:36:04.328657316,Германия
159,19,Электроника,125.84,2023-04-26 06:06:29.579158318,Германия
160,91,Одежда,273.78,2023-04-26 23:36:54.829659320,Германия
161,126,Книги,91.03,2023-04-27 17:07:20.080160322,США
162,126,Одежда,227.47,2023-04-28 10:37:45.330661324,Россия
163,127,Электроника,228.38,2023-04-29 04:08:10.581162326,Германия
164,92,Одежда,132.06,2023-04-29 21:38:35.831663328,Россия
165,153,Красота,167.94,2023-04-30 15:09:01.082164330,Россия
166,134,Одежда,23.4,2023-05-01 08:39:26.332665332,Россия
167,61,Книги,269.52,2023-05-02 02:09:51.583166334,США
168,164,Книги,214.72,2023-05-02 19:40:16.833667336,Россия
169,146,Книги,196.23,2023-05-03 13:10:42.084168338,США
170,143,Книги,298.83,2023-05-04 06:41:07.334669340,США
171,118,Книги,272.32,2023-05-05 00:11:32.585170342,Россия
172,12,Одежда,286.12,2023-05-05 17:41:57.835671344,США
173,152,Красота,113.98,2023-05-06 11:12:23.086172346,США
174,92,Красота,149.84,2023-05-07 04:42:48.336673348,США
175,60,Одежда,94.46,2023-05-07 22:13:13.587174350,Россия
176,41,Красота,296.14,2023-05-08 15:43:38.837675352,США
177,191,Электроника,98.33,2023-05-09 09:14:04.088176354,Россия
178,157,Электроника,275.06,2023-05-10 02:44:29.338677356,Россия
179,134,Одежда,136.66,2023-05-10 20:14:54.589178358,Россия
180,47,Электроника,137.11,2023-05-11 13:45:19.839679360,США
181,109,Электроника,27.38,2023-05-12 07:15:45.090180362,Россия
182,118,Электроника,154.5,2023-05-13 00:46:10.340681364,Германия
183,177,Книги,186.36,2023-05-13 18:16:35.591182366,Германия
184,86,Книги,255.79,2023-05-14 11:47:00.841683368,Россия
185,161,Одежда,30.31,2023-05-15 05:17:26.092184370,Германия
186,129,Электроника,35.79,2023-05-15 22:47:51.342685372,США
187,197,Книги,229.98,2023-05-16 16:18:16.593186374,Германия
188,181,Книги,235.32,2023-05-17 09:48:41.843687376,Россия
189,83,Электроника,87.5,2023-05-18 03:19:07.094188378,Россия
190,110,Электроника,287.13,2023-05-18 20:49:32.344689380,Россия
191,4,Одежда,265.9,2023-05-19 14:19:57.595190382,США
192,92,Книги,51.8,2023-05-20 07:50:22.845691384,США
193,162,Одежда,236.25,2023-05-21 01:20:48.096192386,Германия
194,50,Красота,248.59,2023-05-21 18:51:13.346693388,Россия
195,57,Электроника,57.52,2023-05-22 12:21:38.597194390,Германия
196,151,Книги,239.71,2023-05-23 05:52:03.847695392,США
197,66,Книги,79.63,2023-05-23 23:22:29.098196394,США
198,192,Красота,294.53,2023-05-24 16:52:54.348697396,США
199,98,Одежда,129.83,2023-05-25 10:23:19.599198398,Германия
200,179,Книги,223.39,2023-05-26 03:53:44.849699400,Россия
201,166,Электроника,239.42,2023-05-26 21:24:10.100200402,США
202,106,Книги,215.34,2023-05-27 14:54:35.350701404,Россия
203,132,Одежда,279.44,2023-05-28 08:25:00.601202406,США
204,17,Красота,38.55,2023-05-29 01:55:25.851703408,Россия
205,34,Одежда,157.93,2023-05-29 19:25:51.102204410,Россия
206,126,Книги,182.3,2023-05-30 12:56:16.352705412,Германия
207,115,Книги,56.09,2023-05-31 06:26:41.603206414,Германия
208,80,Книги,132.08,2023-05-31 23:57:06.853707416,Россия
209,195,Красота,152.71,2023-06-01 17:27:32.104208418,Россия
210,160,Одежда,188.54,2023-06-02 10:57:57.354709420,Германия
211,147,Электроника,67.3,2023-06-03 04:28:22.605210422,США
212,61,Одежда,44.84,2023-06-03 21:58:47.855711424,Россия
213,133,Электроника,119.68,2023-06-04 15:29:13.106212426,США
214,34,Электроника,160.96,2023-06-05 08:59:38.356713428,Россия
215,155,Электроника,45.84,2023-06-06 02:30:03.607214430,Германия
216,121,Одежда,42.89,2023-06-06 20:00:28.857715432,США
217,107,Книги,125.64,2023-06-07 13:30:54.108216434,Россия
218,26,Красота,245.74,2023-06-08 07:01:19.358717436,Россия
219,99,Электроника,296.15,2023-06-09 00:31:44.609218438,Германия
220,127,Красота,155.67,2023-06-09 18:02:09.859719440,США
221,28,Книги,168.75,2023-06-10 11:32:35.110220442,США
222,109,Одежда,30.27,2023-06-11 05:03:00.360721444,Германия
223,7,Книги,270.66,2023-06-11 22:33:25.611222446,США
224,107,Книги,28.53,2023-06-12 16:03:50.861723448,США
225,38,Книги,131.21,2023-06-13 09:34:16.112224450,Россия
226,119,Электроника,71.04,2023-06-14 03:04:41.362725452,Германия
227,185,Электроника,79.21,2023-06-14 20:35:06.613226454,США
228,126,Красота,85.3,2023-06-15 14:05:31.863727456,Россия
229,25,Красота,119.43,2023-06-16 07:35:57.114228458,Россия
230,109,Одежда,44.34,2023-06-17 01:06:22.364729460,Германия
231,34,Книги,228.72,2023-06-17 18:36:47.615230462,Россия
232,83,Одежда,99.46,2023-06-18 12:07:12.865731464,США
233,180,Одежда,190.12,2023-06-19 05:37:38.116232466,Германия
234,184,Книги,296.22,2023-06-19 23:08:03.366733468,Россия
235,121,Электроника,22.11,2023-06-20 16:38:28.617234470,Россия
236,198,Одежда,88.87,2023-06-21 10:08:53.867735472,США
237,75,Одежда,99.83,2023-06-22 03:39:19.118236474,Германия
238,152,Книги,255.85,2023-06-22 21:09:44.368737476,Германия
239,31,Красота,215.15,2023-06-23 14:40:09.619238478,Германия
240,6,Одежда,181.28,2023-06-24 08:10:34.869739480,Германия
241,4,Книги,248.78,2023-06-25 01:41:00.120240482,Россия
242,94,Красота,222.41,2023-06-25 19:11:25.370741484,США
243,185,Одежда,175.89,2023-06-26 12:41:50.621242486,США
244,179,Электроника,235.46,2023-06-27 06:12:15.871743488,США
245,154,Одежда,219.07,2023-06-27 23:42:41.122244490,Россия
246,20,Электроника,168.36,2023-06-28 17:13:06.372745492,Россия
247,90,Одежда,100.82,2023-06-29 10:43:31.623246494,Россия
248,126,Книги,280.96,2023-06-30 04:13:56.873747496,Россия
249,3,Электроника,123.38,2023-06-30 21:44:22.124248498,США
250,5,Книги,173.7,2023-07-01 15:14:47.374749500,США
251,13,Красота,246.76,2023-07-02 08:45:12.625250502,Россия
252,63,Электроника,20.76,2023-07-03 02:15:37.875751504,Россия
253,143,Красота,189.71,2023-07-03 19:46:03.126252506,Германия
254,94,Книги,280.27,2023-07-04 13:16:28.376753508,США
255,188,Красота,134.39,2023-07-05 06:46:53.627254510,Россия
256,120,Книги,282.74,2023-07-06 00:17:18.877755512,Германия
257,35,Электроника,227.51,2023-07-06 17:47:44.128256514,США
258,60,Красота,238.82,2023-07-07 11:18:09.378757516,Германия
259,105,Электроника,76.46,2023-07-08 04:48:34.629258518,США
260,35,Электроника,72.19,2023-07-08 22:18:59.879759520,Германия
261,123,Одежда,166.46,2023-07-09 15:49:25.130260522,Россия
262,42,Электроника,211.23,2023-07-10 09:19:50.380761524,Германия
263,104,Одежда,271.91,2023-07-11 02:50:15.631262526,Россия
264,166,Электроника,229.33,2023-07-11 20:20:40.881763528,Германия
265,153,Электроника,271.88,2023-07-12 13:51:06.132264530,Германия
266,194,Одежда,38.65,2023-07-13 07:21:31.382765532,Германия
267,39,Книги,140.83,2023-07-14 00:51:56.633266534,Германия
268,135,Книги,113.77,2023-07-14 18:22:21.883767536,Германия
269,111,Электроника,158.72,2023-07-15 11:52:47.134268538,США
270,155,Красота,299.35,2023-07-16 05:23:12.384769540,Россия
271,97,Электроника,89.58,2023-07-16 22:53:37.635270542,Германия
272,33,Одежда,77.27,2023-07-17 16:24:02.885771544,США
273,10,Электроника,265.49,2023-07-18 09:54:28.136272546,Россия
274,118,Одежда,170.21,2023-07-19 03:24:53.386773548,Германия
275,109,Красота,189.11,2023-07-19 20:55:18.637274550,Германия
276,157,Красота,61.98,2023-07-20 14:25:43.887775552,Германия
277,68,Красота,236.13,2023-07-21 07:56:09.138276554,Германия
278,95,Книги,214.31,2023-07-22 01:26:34.388777556,США
279,43,Книги,116.79,2023-07-22 18:56:59.639278558,Германия
280,74,Красота,183.35,2023-07-23 12:27:24.889779560,Германия
281,47,Одежда,285.24,2023-07-24 05:57:50.140280562,США
282,141,Красота,161.65,2023-07-24 23:28:15.390781564,Россия
283,111,Красота,264.19,2023-07-25 16:58:40.641282566,Россия
284,120,Электроника,218.03,2023-07-26 10:29:05.891783568,США
285,92,Книги,189.88,2023-07-27 03:59:31.142284570,США
286,51,Электроника,49.19,2023-07-27 21:29:56.392785572,Россия
287,11,Книги,54.39,2023-07-28 15:00:21.643286576,Россия
288,149,Одежда,254.89,2023-07-29 08:30:46.893787576,США
289,57,Электроника,263.57,2023-07-30 02:01:12.144288580,Германия
290,115,Красота,190.21,2023-07-30 19:31:37.394789580,Германия
291,53,Электроника,77.56,2023-07-31 13:02:02.645290584,Россия
292,117,Одежда,113.38,2023-08-01 06:32:27.895791584,Германия
293,25,Одежда,277.56,2023-08-02 00:02:53.146292588,США
294,135,Одежда,154.63,2023-08-02 17:33:18.396793588,Германия
295,17,Красота,82.89,2023-08-03 11:03:43.647294592,Германия
296,179,Одежда,69.39,2023-08-04 04:34:08.897795592,Германия
297,180,Одежда,29.49,2023-08-04 22:04:34.148296596,Россия
298,177,Электроника,182.56,2023-08-05 15:34:59.398797596,США
299,154,Красота,79.55,2023-08-06 09:05:24.649298600,Россия
300,199,Электроника,289.1,2023-08-07 02:35:49.899799600,Россия
301,148,Одежда,260.98,2023-08-07 20:06:15.150300604,Германия
302,189,Красота,160.61,2023-08-08 13:36:40.400801604,Россия
303,141,Одежда,229.99,2023-08-09 07:07:05.651302608,Германия
304,184,Книги,117.83,2023-08-10 00:37:30.901803608,США
305,29,Электроника,30.23,2023-08-10 18:07:56.152304612,США
306,144,Красота,184.49,2023-08-11 11:38:21.402805612,Россия
307,78,Книги,146.92,2023-08-12 05:08:46.653306616,США
308,113,Одежда,159.16,2023-08-12 22:39:11.903807616,Германия
309,63,Красота,70.94,2023-08-13 16:09:37.154308620,Россия
310,55,Книги,230.91,2023-08-14 09:40:02.404809620,США
311,110,Одежда,134.45,2023-08-15 03:10:27.655310624,Германия
312,55,Красота,255.14,2023-08-15 20:40:52.905811624,Германия
313,93,Красота,27.59,2023-08-16 14:11:18.156312628,Германия
314,67,Красота,74.91,2023-08-17 07:41:43.406813628,Германия
315,72,Одежда,115.0,2023-08-18 01:12:08.657314632,Россия
316,67,Книги,202.77,2023-08-18 18:42:33.907815632,Германия
317,8,Одежда,245.49,2023-08-19 12:12:59.158316636,США
318,32,Красота,245.92,2023-08-20 05:43:24.408817636,Россия
319,182,Электроника,133.79,2023-08-20 23:13:49.659318640,Германия
320,176,Одежда,23.64,2023-08-21 16:44:14.909819640,Германия
321,161,Книги,257.48,2023-08-22 10:14:40.160320644,Россия
322,147,Красота,200.02,2023-08-23 03:45:05.410821644,США
323,2,Электроника,248.88,2023-08-23 21:15:30.661322648,Германия
324,130,Книги,185.28,2023-08-24 14:45:55.911823648,Россия
325,37,Одежда,236.67,2023-08-25 08:16:21.162324652,Россия
326,53,Красота,81.46,2023-08-26 01:46:46.412825652,США
327,86,Красота,59.23,2023-08-26 19:17:11.663326656,США
328,158,Красота,295.9,2023-08-27 12:47:36.913827656,Германия
329,128,Красота,139.06,2023-08-28 06:18:02.164328660,Германия
330,14,Электроника,171.66,2023-08-28 23:48:27.414829660,Россия
331,25,Книги,81.05,2023-08-29 17:18:52.665330664,США
332,4,Одежда,167.19,2023-08-30 10:49:17.915831664,Россия
333,98,Книги,211.29,2023-08-31 04:19:43.166332668,США
334,146,Красота,52.97,2023-08-31 21:50:08.416833668,Россия
335,166,Одежда,175.17,2023-09-01 15:20:33.667334672,Россия
336,122,Красота,77.8,2023-09-02 08:50:58.917835672,США
337,86,Электроника,93.83,2023-09-03 02:21:24.168336676,Германия
338,134,Книги,187.28,2023-09-03 19:51:49.418837676,Россия
339,53,Книги,180.52,2023-09-04 13:22:14.669338680,Россия
340,154,Электроника,127.28,2023-09-05 06:52:39.919839680,США
341,46,Красота,119.08,2023-09-06 00:23:05.170340684,США
342,107,Электроника,43.18,2023-09-06 17:53:30.420841684,Германия
343,26,Электроника,129.0,2023-09-07 11:23:55.671342688,Германия
344,164,Электроника,222.03,2023-09-08 04:54:20.921843688,Германия
345,54,Одежда,131.06,2023-09-08 22:24:46.172344692,США
346,150,Электроника,155.45,2023-09-09 15:55:11.422845692,США
347,36,Книги,93.43,2023-09-10 09:25:36.673346696,Германия
348,81,Одежда,287.47,2023-09-11 02:56:01.923847696,Германия
349,154,Одежда,49.85,2023-09-11 20:26:27.174348700,Россия
350,40,Электроника,135.58,2023-09-12 13:56:52.424849700,Россия
351,171,Красота,141.75,2023-09-13 07:27:17.675350704,Германия
352,35,Книги,41.77,2023-09-14 00:57:42.925851704,Германия
353,102,Одежда,48.87,2023-09-14 18:28:08.176352708,Россия
354,44,Книги,276.85,2023-09-15 11:58:33.426853708,Россия
355,17,Одежда,213.36,2023-09-16 05:28:58.677354712,Россия
356,47,Красота,171.73,2023-09-16 22:59:23.927855712,Германия
357,8,Книги,245.84,2023-09-17 16:29:49.178356716,Германия
358,118,Красота,257.77,2023-09-18 10:00:14.428857716,Россия
359,89,Красота,81.94,2023-09-19 03:30:39.679358720,США
360,109,Одежда,31.04,2023-09-19 21:01:04.929859720,США
361,16,Книги,299.82,2023-09-20 14:31:30.180360724,США
362,86,Одежда,107.6,2023-09-21 08:01:55.430861724,Германия
363,117,Книги,103.26,2023-09-22 01:32:20.681362728,США
364,59,Книги,242.7,2023-09-22 19:02:45.931863728,Германия
365,116,Книги,147.44,2023-09-23 12:33:11.182364732,Германия
366,103,Электроника,202.05,2023-09-24 06:03:36.432865732,Германия
367,108,Красота,154.7,2023-09-24 23:34:01.683366736,Германия
368,37,Книги,115.16,2023-09-25 17:04:26.933867736,Германия
369,108,Книги,108.28,2023-09-26 10:34:52.184368740,Россия
370,4,Электроника,205.26,2023-09-27 04:05:17.434869740,Россия
371,161,Красота,139.51,2023-09-27 21:35:42.685370744,США
372,194,Книги,149.34,2023-09-28 15:06:07.935871744,США
373,158,Книги,264.92,2023-09-29 08:36:33.186372748,Россия
374,18,Красота,281.13,2023-09-30 02:06:58.436873748,Германия
375,39,Одежда,118.2,2023-09-30 19:37:23.687374752,США
376,62,Электроника,154.34,2023-10-01 13:07:48.937875752,Германия
377,121,Одежда,45.68,2023-10-02 06:38:14.188376756,Германия
378,103,Красота,226.52,2023-10-03 00:08:39.438877756,США
379,177,Книги,150.85,2023-10-03 17:39:04.689378760,США
380,68,Одежда,85.41,2023-10-04 11:09:29.939879760,Россия
381,176,Электроника,274.89,2023-10-05 04:39:55.190380764,Германия
382,73,Книги,127.61,2023-10-05 22:10:20.440881764,Германия
383,37,Электроника,92.52,2023-10-06 15:40:45.691382768,США
384,39,Красота,267.58,2023-10-07 09:11:10.941883768,Германия
385,62,Электроника,296.97,2023-10-08 02:41:36.192384772,Германия
386,52,Красота,84.87,2023-10-08 20:12:01.442885772,Россия
387,63,Одежда,190.17,2023-10-09 13:42:26.693386776,Россия
388,110,Одежда,33.14,2023-10-10 07:12:51.943887776,Россия
389,169,Электроника,288.04,2023-10-11 00:43:17.194388780,США
390,5,Электроника,196.34,2023-10-11 18:13:42.444889780,Германия
391,177,Электроника,279.77,2023-10-12 11:44:07.695390784,США
392,61,Книги,130.95,2023-10-13 05:14:32.945891784,США
393,82,Одежда,298.97,2023-10-13 22:44:58.196392788,Германия
394,160,Книги,82.84,2023-10-14 16:15:23.446893788,Россия
395,89,Электроника,270.58,2023-10-15 09:45:48.697394792,Россия
396,98,Книги,265.69,2023-10-16 03:16:13.947895792,Германия
397,123,Красота,153.47,2023-10-16 20:46:39.198396796,Германия
398,153,Одежда,261.4,2023-10-17 14:17:04.448897796,Россия
399,40,Электроника,174.24,2023-10-18 07:47:29.699398800,Германия
400,124,Книги,21.42,2023-10-19 01:17:54.949899800,Германия
401,133,Красота,158.85,2023-10-19 18:48:20.200400804,США
402,37,Красота,50.65,2023-10-20 12:18:45.450901804,Россия
403,81,Одежда,158.64,2023-10-21 05:49:10.701402808,США
404,93,Книги,250.91,2023-10-21 23:19:35.951903808,США
405,40,Книги,262.06,2023-10-22 16:50:01.202404812,Россия
406,6,Красота,243.28,2023-10-23 10:20:26.452905812,Россия
407,59,Книги,64.91,2023-10-24 03:50:51.703406816,Россия
408,107,Электроника,215.29,2023-10-24 21:21:16.953907816,США
409,100,Книги,215.72,2023-10-25 14:51:42.204408820,Германия
410,133,Книги,289.17,2023-10-26 08:22:07.454909820,Россия
411,31,Книги,21.44,2023-10-27 01:52:32.705410824,Германия
412,181,Одежда,274.44,2023-10-27 19:22:57.955911824,США
413,100,Одежда,253.0,2023-10-28 12:53:23.206412828,Россия
414,12,Книги,74.08,2023-10-29 06:23:48.456913828,Россия
415,46,Книги,294.73,2023-10-29 23:54:13.707414832,Россия
416,104,Книги,125.47,2023-10-30 17:24:38.957915832,Россия
417,163,Красота,49.95,2023-10-31 10:55:04.208416836,США
418,199,Одежда,141.03,2023-11-01 04:25:29.458917836,США
419,63,Красота,197.13,2023-11-01 21:55:54.709418840,США
420,37,Электроника,240.87,2023-11-02 15:26:19.959919840,США
421,68,Книги,66.59,2023-11-03 08:56:45.210420844,США
422,145,Одежда,152.6,2023-11-04 02:27:10.460921844,США
423,120,Книги,258.68,2023-11-04 19:57:35.711422848,США
424,192,Книги,291.29,2023-11-05 13:28:00.961923848,Германия
